2453300.73 15.554 0.027
2453301.69 15.538 0.012
2453303.72 15.573 0.012
2453305.70 15.619 0.018
2453307.73 15.617 0.015
2453308.71 15.648 0.015
2453309.77 15.630 0.015
2453310.76 15.644 0.014
2453311.77 15.661 0.018
2453314.73 15.597 0.019
2453315.70 15.663 0.039
2453316.77 15.666 0.034
2453321.73 15.731 0.017
2453323.70 15.736 0.022
2453329.62 15.891 0.020
2453331.58 15.892 0.012
2453332.62 15.905 0.010
2453343.57 15.909 0.022
2453343.58 15.941 0.013
2453348.67 15.960 0.019
2453356.59 16.050 0.037
2453362.61 16.097 0.016
2453373.56 16.096 0.013
2453383.57 16.159 0.024
2453395.56 16.373 0.024
2453398.56 16.363 0.031
2453406.57 16.487 0.025
2453413.54 16.754 0.030
2453416.53 16.839 0.026
2453422.54 17.143 0.053
2453426.53 17.700 0.039
2453427.53 17.676 0.041
2453430.51 18.038 0.052
