2452704.629 17.172 0.014
2452705.586 17.215 0.021
2452706.551 17.179 0.010
2452710.801 17.175 0.016
2452733.633 17.434 0.014
2452736.578 17.443 0.050
2452738.660 17.464 0.048
2452739.715 17.459 0.015
2452744.609 17.486 0.015
2452745.617 17.453 0.018
2452745.641 17.449 0.014
2452750.555 17.464 0.010
2452760.551 17.490 0.014
2452764.609 17.520 0.014
2452772.563 17.527 0.013
2452777.551 17.572 0.014
2452782.527 17.624 0.014
2452789.508 17.703 0.026
2452794.566 17.825 0.015
2452797.500 17.879 0.037
2452811.484 18.709 0.015
2452813.477 18.905 0.027
2452820.527 19.636 0.017
2452850.473 20.253 0.054
