2454859.79 16.297 0.005
2454866.79 16.299 0.006
2454869.77 16.359 0.007
2454870.86 16.371 0.007
2454871.81 16.368 0.007
2454874.75 16.390 0.008
2454878.83 16.409 0.008
2454879.81 16.402 0.007
2454884.80 16.400 0.007
2454888.69 16.398 0.010
2454894.75 16.404 0.004
2454898.74 16.423 0.006
2454915.71 16.513 0.008
2454917.76 16.502 0.008
2454928.69 16.580 0.008
2454937.67 16.713 0.007
2454938.69 16.740 0.010
2454946.64 16.958 0.009
2454947.61 17.013 0.008
2454951.59 17.191 0.006
2454963.58 18.852 0.024
