2453625.81 18.075 0.009
2453628.76 17.983 0.011
2453630.64 17.967 0.020
2453633.66 18.035 0.016
2453639.63 18.098 0.008
2453641.63 18.112 0.008
2453644.67 18.148 0.008
2453655.70 18.305 0.011
2453665.61 18.390 0.012
2453669.62 18.453 0.010
2453675.56 18.479 0.017
2453683.52 18.491 0.022
2453689.59 18.488 0.034
2453699.58 18.555 0.016
2453702.59 18.583 0.017
2453707.58 18.662 0.019
2453716.58 19.027 0.060
2453721.55 19.140 0.024
2453725.58 19.406 0.021
2453730.54 19.823 0.022
2453737.56 20.492 0.038
2453748.55 21.116 0.308
