2453263.90 16.669 0.016
2453265.91 16.710 0.022
2453266.91 16.646 0.049
2453267.91 16.722 0.077
2453268.91 16.751 0.028
2453271.91 16.809 0.027
2453272.91 16.816 0.028
2453273.89 16.870 0.032
2453273.89 16.796 0.016
2453274.87 16.792 0.020
2453276.90 16.857 0.030
2453277.90 16.834 0.022
2453279.90 16.870 0.026
2453280.89 16.870 0.018
2453281.89 16.889 0.018
2453287.84 16.949 0.044
2453288.84 16.946 0.017
2453291.89 17.046 0.043
2453295.87 17.034 0.015
2453300.86 17.069 0.019
2453304.88 17.106 0.061
2453308.87 17.193 0.018
2453323.81 17.502 0.021
2453325.85 17.616 0.035
2453328.82 17.695 0.021
2453330.83 17.858 0.017
2453337.82 18.584 0.024
2453341.81 19.359 0.023
2453345.84 20.064 0.029
2453353.86 20.214 0.045
2453357.74 20.365 0.034
2453362.73 20.361 0.072
2453369.80 20.330 0.048
2453395.71 20.537 0.081
2453400.76 20.671 0.065
2453407.65 20.632 0.068
2453412.87 20.766 0.052
2453414.69 20.820 0.044
2453416.75 20.868 0.041
2453418.73 20.833 0.043
2453420.84 20.851 0.075
2453422.67 21.117 0.240
2453423.71 20.468 0.508
2453424.72 20.730 0.119
2453425.76 20.583 0.125
2453426.77 21.213 0.141
2453427.77 20.892 0.096
2453428.78 20.916 0.102
