2452567.8 17.279 0.088
2452568.7 17.317 0.029
2452572.6 17.324 0.015
2452572.7 17.307 0.014
2452574.7 17.329 0.015
2452577.7 17.365 0.009
2452585.7 17.406 0.014
2452585.7 17.406 0.014
2452586.7 17.404 0.014
2452588.8 17.434 0.014
2452590.7 17.393 0.014
2452596.6 17.398 0.014
2452615.8 17.446 0.014
2452625.7 17.513 0.031
2452647.6 17.739 0.012
2452694.5 19.985 0.030
2452702.5 19.988 0.037
2452710.5 20.030 0.044
2452797.9 20.710 0.029
2452841.8 21.046 0.111
2452843.9 21.236 0.072
2452846.8 21.605 0.151
2452906.8 21.566 0.062
2452914.8 21.333 0.285
