2451256.78 18.068 0.015
2451257.84 18.062 0.011
2451259.82 18.097 0.015
2451261.82 18.131 0.015
2451263.77 18.169 0.015
2451266.73 18.244 0.015
2451266.80 18.213 0.013
2451267.83 18.215 0.043
2451274.83 18.376 0.017
2451275.82 18.379 0.015
2451277.79 18.423 0.021
2451285.68 18.531 0.022
2451291.82 18.596 0.014
2451294.74 18.587 0.015
2451296.70 18.597 0.015
2451296.71 18.655 0.023
2451298.53 18.662 0.034
2451299.51 18.636 0.039
2451301.55 18.640 0.024
2451302.79 18.638 0.037
2451304.74 18.665 0.015
2451305.60 18.689 0.015
2451305.79 18.632 0.015
2451308.77 18.693 0.017
2451314.59 18.671 0.022
2451320.57 18.768 0.017
2451347.47 19.514 0.022
2451353.47 20.286 0.090
