2453625.56 15.973 0.015
2453628.55 16.030 0.015
2453630.52 16.078 0.015
2453632.55 16.118 0.015
2453633.53 16.132 0.015
2453639.55 16.209 0.019
2453641.52 16.267 0.015
2453644.53 16.304 0.015
2453649.58 16.389 0.015
2453654.53 16.463 0.015
2453655.54 16.459 0.015
2453658.53 16.516 0.015
2453662.55 16.577 0.015
2453663.52 16.570 0.015
2453666.52 16.594 0.022
2453669.53 16.661 0.015
2453671.52 16.704 0.015
2453673.53 16.724 0.015
2453682.51 16.986 0.015
2453694.52 17.558 0.021
2453699.52 18.075 0.032
2453703.52 18.370 0.035
2453707.52 18.307 0.045
