2452879.9 14.448 0.014
2452888.9 14.566 0.014
2452890.9 14.605 0.014
2452902.8 14.864 0.007
2452905.9 14.908 0.014
2452908.8 14.965 0.010
2452908.9 14.948 0.014
2452914.9 15.020 0.013
2452915.9 15.048 0.014
2452928.8 15.172 0.010
2452929.8 15.178 0.010
2452951.8 15.570 0.014
2452953.8 15.620 0.015
2452959.6 15.922 0.014
2452966.8 17.074 0.014
2452966.8 17.090 0.018
2452967.8 17.246 0.014
2452987.8 17.858 0.017
2452989.7 17.896 0.025
2452995.7 17.900 0.018
2452996.5 17.932 0.021
2453000.6 18.005 0.019
2453001.6 18.012 0.019
2453018.7 18.209 0.018
2453040.7 18.418 0.024
