2453823.81 16.053 0.007
2453824.84 16.069 0.006
2453828.87 16.116 0.004
2453831.81 16.159 0.007
2453833.84 16.178 0.008
2453835.83 16.185 0.007
2453840.79 16.231 0.009
2453841.80 16.249 0.007
2453845.77 16.278 0.006
2453846.77 16.272 0.006
2453850.77 16.308 0.006
2453861.76 16.372 0.007
2453862.72 16.378 0.007
2453866.72 16.398 0.008
2453867.74 16.407 0.010
2453870.74 16.440 0.009
2453890.67 17.003 0.009
2453891.69 17.070 0.009
2453893.67 17.248 0.006
2453894.63 17.344 0.007
2453897.62 17.758 0.009
