2446712.4 14.013 0.017
2446712.4 13.940 0.017
2446714.3 13.756 0.017
2446715.3 13.711 0.017
2446716.2 13.683 0.017
2446717.3 13.680 0.017
2446729.3 13.912 0.017
2446730.4 13.940 0.017
2446732.4 14.055 0.017
2446735.2 14.139 0.017
2446736.2 14.141 0.017
2446737.4 14.052 0.017
2446738.4 14.188 0.017
2446740.3 14.280 0.017
2446742.3 14.397 0.017
2446744.3 14.310 0.017
2446748.2 14.438 0.017
2446750.3 14.482 0.017
2446754.2 14.492 0.017
2446756.2 14.561 0.017
2446770.3 14.681 0.018
2446781.3 14.869 0.018
2446784.2 14.854 0.018
2446788.2 14.910 0.018
2446796.3 15.052 0.018
2446807.2 15.403 0.018
2446811.1 15.519 0.018
2446814.1 15.876 0.018
2446821.2 16.498 0.018
2446855.0 17.735 0.034
2446864.1 18.156 0.034
