2452596.840 18.742 0.014
2452609.816 18.969 0.018
2452612.836 19.056 0.014
2452615.820 19.114 0.014
2452625.801 19.341 0.020
2452643.820 19.541 0.019
2452645.785 19.546 0.013
2452665.762 20.869 0.047
2452666.762 20.887 0.027
2452668.727 20.861 0.039
2452669.680 20.915 0.032
2452671.727 20.900 0.033
2452672.750 20.986 0.057
2452680.730 21.085 0.042
2452694.691 21.191 0.053
2452702.668 21.264 0.033
2452710.746 21.455 0.051
2452733.598 21.695 0.046
2452744.559 21.768 0.221
2452764.535 22.229 0.061
2452777.469 22.289 0.101
2452789.465 22.240 0.102
2452794.469 22.493 0.083
