2453389.78 16.762 0.009
2453390.81 16.753 0.012
2453391.75 16.778 0.011
2453395.77 16.817 0.017
2453397.81 16.829 0.012
2453402.78 16.857 0.012
2453403.77 16.883 0.011
2453404.79 16.897 0.011
2453406.80 16.923 0.011
2453407.82 16.954 0.012
2453408.79 16.996 0.013
2453409.79 16.970 0.016
2453410.80 17.040 0.012
2453411.83 17.048 0.013
2453412.80 17.063 0.013
2453413.79 17.110 0.020
2453414.79 17.138 0.012
2453415.81 17.131 0.015
2453416.87 17.150 0.012
2453417.80 17.160 0.014
2453418.82 17.172 0.015
2453419.82 17.216 0.014
2453420.81 17.222 0.012
2453421.85 17.219 0.014
2453424.78 17.318 0.022
2453425.72 17.311 0.023
2453426.80 17.294 0.045
2453427.80 17.305 0.034
2453428.74 17.314 0.019
2453429.87 17.316 0.018
2453431.74 17.331 0.015
2453436.72 17.404 0.013
2453444.71 17.463 0.010
2453445.74 17.482 0.013
2453446.75 17.494 0.011
2453452.67 17.511 0.017
2453453.63 17.595 0.023
2453455.71 17.529 0.027
2453456.73 17.576 0.023
2453457.69 17.571 0.016
2453458.65 17.583 0.017
2453459.69 17.611 0.015
2453464.68 17.646 0.012
2453465.68 17.674 0.013
2453466.67 17.667 0.013
2453468.63 17.698 0.013
2453472.62 17.780 0.012
2453474.59 17.819 0.012
2453478.62 17.907 0.016
2453480.61 17.989 0.019
2453483.56 18.080 0.026
2453489.55 18.390 0.012
2453490.54 18.482 0.011
2453491.53 18.551 0.016
2453512.68 20.410 0.167
