2454153.79 15.704 0.008
2454154.73 15.715 0.009
2454158.74 15.720 0.011
2454161.71 15.748 0.013
2454166.74 15.706 0.009
2454170.71 15.726 0.013
2454174.69 15.696 0.011
2454179.70 15.684 0.012
2454185.72 15.685 0.011
2454194.73 15.664 0.010
2454197.74 15.726 0.012
2454199.69 15.729 0.011
2454229.61 17.058 0.009
2454249.59 18.082 0.021
