2454908.71 17.074 0.010
2454911.78 17.069 0.013
2454914.72 17.113 0.010
2454915.74 17.127 0.009
2454917.80 17.175 0.013
2454920.76 17.241 0.009
2454927.69 17.431 0.012
2454928.72 17.447 0.009
2454930.66 17.561 0.016
2454931.74 17.550 0.017
2454933.67 17.630 0.014
2454937.69 17.769 0.011
2454938.72 17.777 0.013
2454942.61 17.901 0.015
2454946.68 18.052 0.015
2454947.64 18.061 0.022
2454959.60 18.496 0.050
2454963.62 18.583 0.022
2454964.60 18.617 0.022
2454966.60 18.628 0.019
2454968.58 18.712 0.020
