2452528.6 20.242 0.020
2452529.5 20.274 0.021
2452538.6 20.417 0.056
2452545.6 20.561 0.016
2452547.6 20.486 0.024
2452548.6 20.603 0.036
2452555.6 20.674 0.056
2452561.5 20.799 0.034
2452568.5 20.861 0.076
2452572.5 21.222 0.030
2452572.6 21.182 0.096
2452576.5 21.437 0.029
2452577.6 21.559 0.074
2452820.8 24.031 0.220
