2453625.52 16.621 0.015
2453628.51 16.690 0.015
2453630.49 16.730 0.015
2453632.50 16.783 0.015
2453633.48 16.816 0.015
2453639.52 16.941 0.015
2453641.50 16.984 0.015
2453644.50 17.049 0.015
2453650.50 17.133 0.015
2453654.51 17.180 0.015
2453658.49 17.240 0.015
2453659.50 17.274 0.015
2453663.50 17.298 0.015
2453666.49 17.335 0.015
2453669.51 17.360 0.015
2453671.50 17.390 0.015
2453673.51 17.406 0.015
2453684.51 17.660 0.015
2453690.51 17.846 0.029
2453695.52 18.299 0.018
2453698.52 18.731 0.037
2453702.53 19.467 0.036
2453706.52 19.928 0.089
