2452645.7 15.821 0.017
2452648.7 15.847 0.013
2452649.7 15.866 0.014
2452665.6 15.961 0.014
2452668.6 15.959 0.015
2452671.6 15.984 0.015
2452672.6 16.005 0.014
2452680.6 16.033 0.014
2452694.6 16.168 0.014
2452701.5 16.327 0.021
2452734.5 18.357 0.028
2452797.9 19.021 0.033
2452811.9 19.216 0.042
2452846.9 19.546 0.032
2452848.9 19.592 0.028
2452906.8 20.053 0.052
2452952.8 20.537 0.086
2452967.8 20.923 0.046
2452988.8 21.029 0.094
2452995.6 21.013 0.063
2453001.6 21.245 0.058
2453019.6 21.530 0.082
