2448806.47 14.229 0.015
2448807.47 14.239 0.015
2448811.46 14.282 0.016
2448813.46 14.324 0.009
2448815.52 14.426 0.009
2448844.50 15.049 0.015
2448846.48 15.079 0.015
2449126.53 19.798 0.034
