2454583.89 12.869 0.007
2454583.90 12.875 0.007
2454587.88 12.827 0.006
2454592.91 12.843 0.008
2454595.88 12.829 0.007
2454597.87 12.846 0.006
2454599.91 12.843 0.007
2454624.83 12.867 0.006
2454624.86 12.871 0.006
2454628.80 12.880 0.006
2454644.73 12.972 0.006
2454646.74 12.986 0.006
2454648.93 13.006 0.007
2454654.90 13.080 0.008
2454725.65 16.027 0.008
2454726.66 16.033 0.007
2454728.62 16.042 0.008
2454729.61 16.057 0.006
2454732.65 16.088 0.007
2454732.73 16.100 0.006
2454740.60 16.184 0.005
2454744.61 16.234 0.009
2454747.65 16.275 0.006
2454749.64 16.321 0.006
2454759.61 16.421 0.008
2454760.61 16.424 0.008
2454768.58 16.526 0.009
2454770.57 16.541 0.008
2454974.86 18.692 0.028
