2448805.81 17.145 0.011 
2448807.62 17.172 0.018 
2448809.90 17.173 0.016 
2448813.85 17.206 0.016 
2448815.82 17.327 0.111 
2448816.88 17.299 0.029 
2448817.67 17.210 0.024 
2448818.67 17.249 0.024 
2448831.84 17.257 0.016 
2448842.60 17.369 0.015 
2448843.65 17.394 0.015 
2448845.53 17.437 0.015 
2448846.66 17.423 0.015 
2448847.59 17.459 0.015 
2448848.63 17.478 0.015 
2448849.70 17.535 0.015 
2448871.58 19.035 0.031 
2448872.57 19.213 0.072 
2448885.69 19.387 0.017 
2448891.57 19.420 0.019 
2448905.60 19.554 0.059 
2448908.59 19.564 0.026 
2448919.61 19.758 0.015 
