Mzams,Mzams_lower,Mzams_upper,Ni,Ni_lower,Ni_upper,E,E_lower,E_upper,R,R_lower,R_upper,K,K_lower,K_upper,Mix,Mix_lower,Mix_upper,S,S_lower,S_upper,T,T_lower,T_upper
9.0,0.0,0.0,0.02,0.0,0.0,1.2,0.0,0.0,877.4278168386289,155.78847686108406,193.2472804079158,29.603161748178103,6.2185054841435985,7.195992980316248,3.014016748775883,1.0634637144760068,1.141503574727004,1.1690832709309422,0.24996203441263964,0.29746940804595745,-4.152666265433146,6.224840121221547,7.628923334702225
