Mzams,Mzams_lower,Mzams_upper,Ni,Ni_lower,Ni_upper,E,E_lower,E_upper,R,R_lower,R_upper,K,K_lower,K_upper,Mix,Mix_lower,Mix_upper,S,S_lower,S_upper,T,T_lower,T_upper
12.0,0.0,0.0,0.10984070772732009,0.006061627255791152,0.004829518242954231,1.5305699695158528,0.08640226977225884,0.09659981229373482,1491.7833715188642,142.15435213342676,178.72424930082047,53.89963681285599,22.3033485876926,18.251938700159485,2.2823949408338766,0.7871913073339989,0.8218778951543597,1.058132691625107,0.002608767993004024,0.0024297040439633655,-1.3847524222050327,2.846032852923221,2.318857310098732
