Mzams,Mzams_lower,Mzams_upper,Ni,Ni_lower,Ni_upper,E,E_lower,E_upper,R,R_lower,R_upper,K,K_lower,K_upper,Mix,Mix_lower,Mix_upper,S,S_lower,S_upper,T,T_lower,T_upper
13.183460888808359,0.9728933642912665,0.9294243520802681,0.07146981333455836,0.025462480725241265,0.027749519074267634,1.4692593181798697,0.32660218145974573,0.2602016261528477,1729.4259811275183,693.5382191005724,654.0337792340615,63.7856947677381,35.81224043544235,40.711793625838276,2.391029041289989,0.21276371436961172,0.2333146902332297,1.1425838899145921,0.4024099231212295,0.4095076260772179,-1.8811331888868792,8.202862972569061,8.769528827532781
