   0.000000000E+00  -5.086394825E+51   4.036066919E+51   5.552948519E+48  -1.044774958E+51   0.000000000E+00
   1.700057739E+03  -4.222298717E+48   1.240188607E+50   1.190314775E+51   1.310111338E+51   2.354886295E+51
   3.401044070E+03  -2.491897751E+48   1.466503117E+50   1.167353142E+51   1.311511556E+51   2.356286514E+51
   5.101185968E+03  -1.897950702E+48   1.785603143E+50   1.135157572E+51   1.311819936E+51   2.356594893E+51
   6.800761948E+03  -1.593997844E+48   2.147460028E+50   1.098720878E+51   1.311872883E+51   2.356647840E+51
   8.502202643E+03  -1.407149808E+48   2.490573124E+50   1.064269982E+51   1.311920145E+51   2.356695102E+51
   1.020222636E+04  -1.279685490E+48   2.813068278E+50   1.032051648E+51   1.312078790E+51   2.356853748E+51
   1.190147437E+04  -1.186369666E+48   3.102150122E+50   1.003259490E+51   1.312288133E+51   2.357063090E+51
   1.360497808E+04  -1.114392238E+48   3.363187236E+50   9.773012701E+50   1.312505601E+51   2.357280559E+51
   1.530185146E+04  -1.057134607E+48   3.597064463E+50   9.540124282E+50   1.312661740E+51   2.357436697E+51
   1.700404578E+04  -1.009909871E+48   3.809837104E+50   9.328646809E+50   1.312838481E+51   2.357613439E+51
   1.870727965E+04  -9.701713375E+47   4.002106327E+50   9.137507817E+50   1.312991243E+51   2.357766201E+51
   2.040483280E+04  -9.362240785E+47   4.177642756E+50   8.962816023E+50   1.313109654E+51   2.357884611E+51
   2.211137791E+04  -9.065046283E+47   4.337797137E+50   8.803556312E+50   1.313228840E+51   2.358003798E+51
   2.380713386E+04  -8.804647270E+47   4.484938693E+50   8.657269094E+50   1.313340314E+51   2.358115271E+51
   2.551241180E+04  -8.570759910E+47   4.620572625E+50   8.522384011E+50   1.313438588E+51   2.358213545E+51
   2.721058342E+04  -8.360981964E+47   4.745896763E+50   8.397779416E+50   1.313531520E+51   2.358306477E+51
   2.890331941E+04  -8.170730900E+47   4.861503765E+50   8.282899937E+50   1.313623297E+51   2.358398255E+51
   3.061097093E+04  -7.995025282E+47   4.970690871E+50   8.174489079E+50   1.313718492E+51   2.358493450E+51
