Mzams,Mzams_lower,Mzams_upper,Ni,Ni_lower,Ni_upper,E,E_lower,E_upper,R,R_lower,R_upper,K,K_lower,K_upper,Mix,Mix_lower,Mix_upper,S,S_lower,S_upper,T,T_lower,T_upper
9.0,0.0,0.0,0.02,0.0,0.0,1.2,0.0,0.0,965.8100840723419,164.51415960822442,231.12135584145062,24.328125187167444,10.900806523210694,6.216889187925574,4.6835241014968405,0.7656342455763463,0.8317715954130467,1.1979125447921677,0.3505944498738396,0.29586188764959265,2.505908415492833,6.526895585050765,6.147574913649432
