   0.000000000E+00  -5.086394825E+51   4.036066919E+51   5.552948519E+48  -1.044774958E+51   0.000000000E+00
   1.700074326E+03  -6.933406897E+49   1.393761764E+50   9.399609294E+50   1.010003037E+51   2.054777994E+51
   3.400004992E+03  -1.053165382E+50   1.899249555E+50   9.268440588E+50   1.011452476E+51   2.056227434E+51
   5.100032275E+03  -1.098473514E+50   2.204620346E+50   9.013542171E+50   1.011968900E+51   2.056743858E+51
   6.800011090E+03  -9.310033555E+49   2.315879020E+50   8.734987747E+50   1.011986341E+51   2.056761299E+51
   8.500013235E+03  -9.155748141E+49   2.568244065E+50   8.467603220E+50   1.012027247E+51   2.056802205E+51
   1.020004152E+04  -9.222587795E+49   2.827395607E+50   8.215822948E+50   1.012095978E+51   2.056870935E+51
   1.190002126E+04  -9.294788083E+49   3.067331635E+50   7.984791907E+50   1.012264473E+51   2.057039431E+51
   1.360002352E+04  -9.348582211E+49   3.282992973E+50   7.776219697E+50   1.012435445E+51   2.057210402E+51
   1.530004781E+04  -9.402781349E+49   3.478938777E+50   7.586906535E+50   1.012556718E+51   2.057331675E+51
   1.700002877E+04  -9.481456533E+49   3.659312312E+50   7.415729825E+50   1.012689648E+51   2.057464606E+51
   1.870003498E+04  -9.605611786E+49   3.829272253E+50   7.259313674E+50   1.012802475E+51   2.057577432E+51
   2.040000764E+04  -9.785206038E+49   3.990677259E+50   7.116944992E+50   1.012910165E+51   2.057685122E+51
   2.210002865E+04  -1.002457999E+50   4.146381368E+50   6.986086029E+50   1.013000940E+51   2.057775897E+51
   2.380002640E+04  -1.030315186E+50   4.296130201E+50   6.865251921E+50   1.013106694E+51   2.057881651E+51
   2.550000033E+04  -1.057582961E+50   4.435654385E+50   6.753810842E+50   1.013188227E+51   2.057963184E+51
   2.720000954E+04  -1.049624760E+50   4.533025640E+50   6.650351548E+50   1.013375243E+51   2.058150200E+51
   2.890001310E+04  -9.805988231E+49   4.561360529E+50   6.554313591E+50   1.013507530E+51   2.058282487E+51
   3.060002362E+04  -9.871125267E+49   4.659009233E+50   6.465208680E+50   1.013710539E+51   2.058485496E+51
   3.230003748E+04  -1.015778940E+50   4.773258064E+50   6.382061915E+50   1.013954104E+51   2.058729061E+51
   3.400000083E+04  -1.061259894E+50   4.900191694E+50   6.303306906E+50   1.014223871E+51   2.058998828E+51
   3.570003994E+04  -1.047181242E+50   4.961550738E+50   6.230232006E+50   1.014460150E+51   2.059235108E+51
   3.740003618E+04  -1.026202797E+50   5.011938504E+50   6.161445911E+50   1.014718162E+51   2.059493119E+51
   3.910001250E+04  -9.498483868E+49   5.003130284E+50   6.096578178E+50   1.014986007E+51   2.059760965E+51
   4.080004511E+04  -9.271976722E+49   5.045198309E+50   6.034925616E+50   1.015292625E+51   2.060067583E+51
   4.250001444E+04  -9.391326926E+49   5.117777345E+50   5.977455709E+50   1.015610036E+51   2.060384994E+51
   4.420003946E+04  -9.955584597E+49   5.232498779E+50   5.922524962E+50   1.015946528E+51   2.060721486E+51
