Mzams,Mzams_lower,Mzams_upper,Ni,Ni_lower,Ni_upper,E,E_lower,E_upper,R,R_lower,R_upper,K,K_lower,K_upper,Mix,Mix_lower,Mix_upper,S,S_lower,S_upper,T,T_lower,T_upper
12.0,0.0,0.0,0.1227495328958838,0.020777470583003305,0.022987025829745045,1.8946495214040655,0.1160344351191307,0.12259437289639719,1724.971384932471,251.33466405203217,235.10486184344177,92.9604230940015,20.204088347193306,18.316232596893087,2.6761731905355193,0.28719143178208384,0.22446806152606236,1.0616118071029699,0.02280526683476425,0.034535887124812925,5.150142885306833,3.4315751008689075,3.7660195128192857
