Mzams,Mzams_lower,Mzams_upper,Ni,Ni_lower,Ni_upper,E,E_lower,E_upper,R,R_lower,R_upper,K,K_lower,K_upper,Mix,Mix_lower,Mix_upper,S,S_lower,S_upper,T,T_lower,T_upper
13.042675034143906,0.9159539133425056,1.1588518437065076,0.051601405959541505,0.019089309916870273,0.016305868383976296,1.3441575794118013,0.26647608502250764,0.3092855936712524,1726.0645371441963,593.8775030463923,696.9272893256814,48.965582288458656,30.89301868099027,31.364113927368827,2.2760910621785837,0.186668321159019,0.1301125374740537,1.1177914325410643,0.1309949244115568,0.22546581367479157,-10.23916479261218,3.608921628641042,3.323750318973846
