,Ni_mcmc,Ni_mcmc_16perc,Ni_mcmc_84perc,Ni_87A,Ni_87A_sigma
0,0.13337438257768403,0.0012139396022141091,0.001249667772283386,0.15232694523749063,0.02996142382080943
