,t_from_discovery,temp,dtemp0,dtemp1,radius,dradius0,dradius1,Lum,dLum0,dLum1
0,15.82063999993261,12.897500461917621,0.44160628177952965,0.38020700611068214,11672050307.509596,461029391.30147535,544065912.1772469,1.0271859613828903e+36,9.866820517579718e+33,9.528469477265985e+33
1,33.67689999991853,6.756108007388976,0.05425799664516262,0.05641672794527253,28638367204.082233,571625910.1362331,529831801.53820604,7.11707422566937e+35,5.044297655509005e+33,5.245230390892057e+33
2,34.769000000014785,6.821271294751031,0.07827268255096786,0.07780099292909881,28381456861.20404,621175321.3712488,613499600.4835238,7.283423101631964e+35,6.802940399770111e+33,5.059503684447137e+33
3,36.721633333283535,5.93446051029199,0.10469502139569098,0.12122440200734097,35680594396.90308,1644385454.6740804,1690174059.1275306,6.296236067947394e+35,1.2767643371928582e+34,1.263816436225951e+34
4,40.65826000001107,6.268083397402684,0.050710979257655,0.07216689258997455,32860633144.22468,783540851.0389344,658457338.7270805,6.81117603235132e+35,4.720465010473594e+33,4.171510041043077e+33
5,44.63535999997839,5.749499025308151,0.03512767312646936,0.04069683571507454,36639237155.2171,675705972.6127734,541875876.4713494,5.72509056121411e+35,3.3972210573451555e+33,3.0544368602280363e+33
6,46.629139999931795,5.4966291868368184,0.03349180252512873,0.032543144527611645,40490033482.68079,514728469.78052866,508676370.68161,5.6596835632796494e+35,4.2613697611005027e+33,4.4052091573157736e+33
7,48.66582000001654,5.049710768210174,0.048727286081263976,0.0476772266439891,50112366151.09152,1275556420.7032354,1510566132.4985464,5.713396758852641e+35,5.891209303260197e+33,5.286157684054397e+33
8,56.66649999997753,5.149469604142893,0.030212261440675015,0.03224817721926598,42932386040.48472,749604198.2345458,660905146.0547758,4.619361649952317e+35,4.1455000175387044e+33,3.6465468325340943e+33
9,63.69372000002477,5.043633668741922,0.06462367028028915,0.0672994143105905,42450062033.23935,1269164613.9156048,1459493896.4413598,4.076433687130607e+35,4.985080316557825e+33,4.8848632627252634e+33
10,67.62287999994442,4.582615327707966,0.08174592922878432,0.0986748444614447,55551545644.77984,3059962640.3004446,3001970495.3420978,4.236564453685612e+35,6.244030707273676e+33,8.122428204354312e+33
11,71.72471999998379,4.693858361085855,0.033185347710827706,0.02686094365616576,49828020427.79439,813114157.4323554,1006507294.9198737,3.859325597567941e+35,2.2763413556917558e+33,2.1996921728747466e+33
12,78.6577199999956,4.3938840033028885,0.03780351075811872,0.03446988854128907,58721814446.38984,1387731676.4337764,1715040216.3087718,3.750313540090456e+35,3.6543943139263286e+33,3.464449447670646e+33
13,89.51224000004731,4.097965891268937,0.04409297748306873,0.08181157439720188,65419015025.98379,3356999725.830289,2512278582.492169,3.1486200373958076e+35,3.230805320630726e+33,3.127872316644431e+33
14,95.58752000003733,4.499927924189616,0.04559126651608203,0.05642381881823155,45460997157.65485,1657549718.410018,1407099368.7774372,2.5589480817602422e+35,2.960630767560684e+33,3.058761332101369e+33
15,112.73748000001069,4.0646711012416015,0.026041513800768357,0.02767609277483274,53832590771.355,1136767131.090431,1116328090.279523,2.019234122107003e+35,1.3002416184819882e+33,1.3980720936309928e+33
16,117.75080000001617,4.1645551058821315,0.028270026566281636,0.03190947767603358,44856962027.5871,1124001980.1785328,970102979.4589915,1.6119373115574626e+35,1.911588534448071e+33,2.2062629105824458e+33
17,127.70385999993596,4.19679027794915,0.07230965904986242,0.08387809823530823,42901400087.77121,2317927273.1098866,2123446360.082554,1.5401442873598956e+35,1.9210079178842137e+33,1.7519697510313519e+33
18,131.72990000003483,3.4463031826520396,0.061454911857652395,0.051892822572034536,73678841572.60715,4304173535.745738,5793190174.785405,1.3692318696150777e+35,4.033452351114254e+33,3.874542086439846e+33
19,135.6618624999537,4.183645593560838,0.036447970575412825,0.03265333186513608,30481613390.15423,726704075.3301953,871126159.1306149,7.679325708763247e+34,6.680129007285062e+32,6.10093507922918e+32
20,146.69680000007065,3.4139558434620754,0.043979020197197904,0.05280051714659528,51222941584.415054,2876010416.2681427,2528801895.047974,6.201157072569112e+34,1.1826626650385294e+33,1.0546043109200716e+33
21,159.45003333350178,4.299849980237566,0.06508782568934901,0.07511924348263044,20169118526.919918,1031882155.986979,924442907.6709188,3.9113510613753504e+34,4.679593191213038e+32,3.7389273391487766e+32
22,162.64829999988433,4.011009693422377,0.08816397584249724,0.07890561420813658,31315577646.89699,1870481385.3382163,2209182825.165773,6.295569023872892e+34,8.736481063141423e+32,8.884996513459572e+32
23,165.62403333346447,3.5374531521519628,0.06904535867792694,0.08293612591557542,43176678420.34485,3430593431.1160426,2907234045.5224004,5.537456444376946e+34,1.0524833019749795e+33,1.0273807535055114e+33
24,168.47699999999168,4.203103968024571,0.17209310952980417,0.17570737115781565,23190513766.162483,2852788422.4656324,3095929995.875657,4.535998773502817e+34,1.4746367484058474e+33,1.345474178597879e+33
25,169.48096666659694,4.6342529585432075,0.2587363172217785,0.21644067994809824,18797895101.5939,2116957073.727088,2882870809.9858537,5.1125741060869915e+34,2.1202037818039177e+33,1.9515296060434416e+33
