,t_from_disovery,Ni_mass
0,15.820639999932608,0.32034925623090926
1,33.67689999991853,0.1668782596332256
2,34.769000000014785,0.1631803230609131
3,36.72163333328353,0.157239899924027
4,40.65826000001107,0.14731551072398893
5,44.63535999997839,0.13927036181927716
6,46.629139999931795,0.13576784783334514
7,48.66582000001654,0.1324693898990461
8,56.66649999997753,0.12142244870239247
9,63.693720000024776,0.1132995788967801
10,67.62287999994442,0.10916183244432813
11,71.72471999998379,0.10507460716582392
12,78.65771999999559,0.09860482511902319
13,89.51224000004733,0.08937065384478593
14,95.5875200000373,0.08460800374753587
15,112.73748000001068,0.07251354512758981
16,117.75080000001616,0.06931881809379621
17,127.70385999993596,0.063388223275817
18,131.72990000003486,0.06113611819809699
19,135.6618624999537,0.05901393914001937
20,146.69680000007062,0.05344353645884767
21,159.45003333350178,0.047657532225694896
22,162.64829999988433,0.04630755257596168
23,165.62403333346447,0.045085869095876016
24,168.47699999999168,0.04394486218051423
25,169.48096666659694,0.04355024550881661
