,Ni_mcmc,Ni_mcmc_16perc,Ni_mcmc_84perc,Ni_87A,Ni_87A_sigma
0,0.13761369379378735,0.0011191649147140326,0.0011008653396690493,0.17219955256896183,0.0460630469465807
