,Ni_mcmc,Ni_mcmc_16perc,Ni_mcmc_84perc,Ni_87A,Ni_87A_sigma
0,0.13442539931950354,0.00044284401072361423,0.0004318535226160991,0.13203474367901688,0.023670154389690487
