,t_from_disovery,Ni_mass
0,0.013820000021951271,1.1001126422716068
1,3.0109200000151763,0.8355540565942228
2,3.2670600001074486,0.8167771992842269
3,6.656599999994795,0.6125521952416454
4,9.64934000003268,0.4858105956516669
5,22.57889999995677,0.2341841465132201
6,24.82370000009541,0.2153248123888572
7,30.935840000056487,0.1798627232394159
8,34.17986666678189,0.16721880389365232
9,39.176400000105794,0.1526766055573911
10,41.17519999996875,0.14801563295124726
11,103.6387666667506,0.07968602593023465
12,107.38619999990624,0.0770455235334564
13,115.01313999996636,0.0719404219529666
14,122.74782500005676,0.06710977111814241
15,129.0245200001009,0.06342953598015925
16,131.6147200000778,0.06197034342705643
17,146.9360249999736,0.05400056486506538
18,163.60445999999502,0.04648977593477566
19,179.57092499991998,0.04027689465704419
20,194.92745999994804,0.03508605252976278
21,196.40403999996488,0.034623651577193944
22,214.73311999992438,0.029366520137804032
23,232.9090333332933,0.02494191330158587
24,238.87308000003395,0.023640570580787546
25,240.75854000005347,0.02324346429812682
26,242.46514999997453,0.0228897809416021
27,252.4155800000153,0.020932200708290924
28,254.00930000006335,0.02063460538780895
29,257.34618000009505,0.020025142062699272
30,258.77365000001737,0.019769951034492427
31,266.45923999998195,0.018450846318971856
32,270.5133200000346,0.01779087067917675
33,272.45895999989443,0.017482570274771937
34,274.1818399999611,0.01721403080290613
35,275.3320800000147,0.017037046934900532
36,277.48352000008157,0.016710881692990714
37,279.45832000004884,0.016416994836159347
38,281.14252000006667,0.016170441765729477
39,306.3911000000371,0.01288847396615107
40,317.0867333333299,0.01170757521348374
41,339.0220799999588,0.009613352405486502
42,360.986840000034,0.007891653312109916
43,384.959399999927,0.006362483419292849
