,m0,m0_lower,m0_upper,a0,a0_lower,a0_upper,tPT,tPT_lower,tPT_upper,w0,w0_lower,w0_upper,vmag_50,vmag_50_err,s50V,s50V_err,p0,p0_err,Vmax,e_Vmax,Name
0,20.526259787321063,0.12769217856656923,0.12777905702050063,3.783801465715962,0.14606605957569663,0.14768079592227235,131.4532388819483,2.163820170379182,2.1605099837280477,34.151726285283864,1.2262861043606463,1.2531572536863607,-18.6427,0.0139,0.8256504705621288,0.001537335592988029,0.009116790700520343,0.008896004178867968,-18.995900000000002,0.0265,SN2018hmx
