,m0,m0_lower,m0_upper,a0,a0_lower,a0_upper,tPT,tPT_lower,tPT_upper,w0,w0_lower,w0_upper,vmag_50,vmag_50_err,s50V,s50V_err,p0,p0_err,Vmax,e_Vmax,Name
0,17.2868292065101,0.007205210787660121,0.006859076255459229,0.957080356299805,0.0075867072234445665,0.007801487585694655,106.28262388326655,0.6673924257338513,0.6207724032163071,2.6071291034252044,0.3175042401186601,0.3133261629131838,-18.641400000000004,0.0267,0.4939117069530897,0.0031756542582198617,0.009992373395626964,0.0005825717279957523,-18.835500000000003,0.0107,SN2018aad
