   0.000000000E+00  -3.951119859E+51   3.794589599E+51   2.668230539E+48  -1.538620295E+50   0.000000000E+00
   1.700131830E+03  -8.708393167E+47   2.505768140E+50   1.639477393E+51   1.889183367E+51   2.043045397E+51
   3.400016266E+03  -7.807070151E+47   4.343296313E+50   1.455817731E+51   1.889366656E+51   2.043228685E+51
   5.100018569E+03  -7.408929436E+47   6.128726947E+50   1.277105739E+51   1.889237541E+51   2.043099571E+51
   6.800028262E+03  -7.137513221E+47   7.482987107E+50   1.142322860E+51   1.889907819E+51   2.043769849E+51
   8.500007607E+03  -6.918152322E+47   8.587257556E+50   1.032288006E+51   1.890321946E+51   2.044183976E+51
   1.020002267E+04  -6.723679932E+47   9.301944479E+50   9.610824846E+50   1.890604564E+51   2.044466594E+51
   1.190009847E+04  -6.544787475E+47   9.807621669E+50   9.107714809E+50   1.890879169E+51   2.044741199E+51
   1.360040281E+04  -6.376471507E+47   1.017114926E+51   8.746203042E+50   1.891097583E+51   2.044959613E+51
   1.530027956E+04  -6.215650293E+47   1.043782021E+51   8.482294542E+50   1.891389910E+51   2.045251939E+51
   1.700073891E+04  -6.060372370E+47   1.064717648E+51   8.275098436E+50   1.891621454E+51   2.045483484E+51
   1.870111911E+04  -5.909701206E+47   1.083009807E+51   8.093805143E+50   1.891799352E+51   2.045661381E+51
   2.040024247E+04  -5.763265786E+47   1.096928095E+51   7.956366005E+50   1.891988368E+51   2.045850398E+51
   2.210003968E+04  -5.620625824E+47   1.106802779E+51   7.859204884E+50   1.892161205E+51   2.046023234E+51
   2.380040120E+04  -5.481564983E+47   1.113417622E+51   7.794648853E+50   1.892334351E+51   2.046196381E+51
   2.550154632E+04  -5.345923433E+47   1.117050009E+51   7.760104764E+50   1.892525893E+51   2.046387923E+51
   2.720066852E+04  -5.213834062E+47   1.117976172E+51   7.752816011E+50   1.892736389E+51   2.046598419E+51
   2.890254672E+04  -5.084837296E+47   1.116526093E+51   7.769581069E+50   1.892975717E+51   2.046837746E+51
   3.060289722E+04  -4.959220925E+47   1.112930888E+51   7.808215402E+50   1.893256507E+51   2.047118536E+51
   3.230272456E+04  -4.836959022E+47   1.107334226E+51   7.867321386E+50   1.893582668E+51   2.047444698E+51
   3.400395046E+04  -4.717894626E+47   1.099678254E+51   7.946710654E+50   1.893877530E+51   2.047739560E+51
   3.570264862E+04  -4.602240371E+47   1.089919579E+51   8.046671096E+50   1.894126465E+51   2.047988494E+51
   3.740117291E+04  -4.489831451E+47   1.077815796E+51   8.169586599E+50   1.894325472E+51   2.048187502E+51
   3.910072622E+04  -4.380590850E+47   1.062014901E+51   8.328848532E+50   1.894461695E+51   2.048323725E+51
   4.080047370E+04  -4.274604540E+47   1.039409591E+51   8.555432157E+50   1.894525346E+51   2.048387376E+51
   4.250064796E+04  -4.171906140E+47   1.005830022E+51   8.880183561E+50   1.893431188E+51   2.047293217E+51
   4.420202712E+04  -4.072426453E+47   9.609727729E+50   9.325218089E+50   1.893087339E+51   2.046949369E+51
   4.590541683E+04  -3.976404445E+47   9.211812622E+50   9.722402595E+50   1.893023881E+51   2.046885911E+51
   4.760690593E+04  -3.884055446E+47   8.851496360E+50   1.008217769E+51   1.892978999E+51   2.046841029E+51
   4.930852102E+04  -3.795216754E+47   8.521793959E+50   1.041142798E+51   1.892942672E+51   2.046804702E+51
   5.101058867E+04  -3.709789054E+47   8.218212805E+50   1.071462231E+51   1.892912533E+51   2.046774562E+51
   5.271305025E+04  -3.627670859E+47   7.937377363E+50   1.099512380E+51   1.892887349E+51   2.046749378E+51
   5.440099729E+04  -3.549420579E+47   7.678772750E+50   1.125343827E+51   1.892866160E+51   2.046728189E+51
   5.611460054E+04  -3.473078000E+47   7.434175814E+50   1.149777353E+51   1.892847626E+51   2.046709656E+51
   5.780569485E+04  -3.400666204E+47   7.208634370E+50   1.172308158E+51   1.892831529E+51   2.046693558E+51
   5.950820692E+04  -3.330571735E+47   6.995860682E+50   1.193563984E+51   1.892816995E+51   2.046679024E+51
   6.121369143E+04  -3.263047408E+47   6.795702088E+50   1.213559863E+51   1.892803767E+51   2.046665797E+51
   6.291913799E+04  -3.198091805E+47   6.607335791E+50   1.232377913E+51   1.892791683E+51   2.046653713E+51
   6.460023159E+04  -3.136456111E+47   6.432165790E+50   1.249877796E+51   1.892780729E+51   2.046642759E+51
   6.631872570E+04  -3.075785579E+47   6.262949290E+50   1.266783010E+51   1.892770360E+51   2.046632390E+51
   6.800293216E+04  -3.018506700E+47   6.105968636E+50   1.282465862E+51   1.892760875E+51   2.046622904E+51
   6.972974081E+04  -2.961911318E+47   5.953384024E+50   1.297709532E+51   1.892751744E+51   2.046613773E+51
   7.142392434E+04  -2.908381609E+47   5.811269673E+50   1.311907142E+51   1.892743271E+51   2.046605300E+51
   7.310466262E+04  -2.857136147E+47   5.677144112E+50   1.325306601E+51   1.892735299E+51   2.046597328E+51
   7.483677902E+04  -2.806168663E+47   5.545539172E+50   1.338454181E+51   1.892727481E+51   2.046589511E+51
   7.653779140E+04  -2.757851201E+47   5.422365681E+50   1.350759353E+51   1.892720136E+51   2.046582166E+51
   7.823686978E+04  -2.711222822E+47   5.304911544E+50   1.362493046E+51   1.892713078E+51   2.046575108E+51
   7.992614120E+04  -2.666406534E+47   5.193286143E+50   1.373644319E+51   1.892706293E+51   2.046568322E+51
   8.164360173E+04  -2.622345810E+47   5.084711518E+50   1.384490662E+51   1.892699579E+51   2.046561609E+51
   8.333847969E+04  -2.580281654E+47   4.982105385E+50   1.394740637E+51   1.892693147E+51   2.046555177E+51
   8.500218262E+04  -2.540297876E+47   4.885495949E+50   1.404391446E+51   1.892687011E+51   2.046549040E+51
   8.672940332E+04  -2.500095087E+47   4.789238478E+50   1.414006982E+51   1.892680820E+51   2.046542850E+51
   8.841516945E+04  -2.462084054E+47   4.699020005E+50   1.423019156E+51   1.892674948E+51   2.046536978E+51
   9.010584499E+04  -2.425125280E+47   4.612017814E+50   1.431709944E+51   1.892669212E+51   2.046531242E+51
   9.185513887E+04  -2.388056672E+47   4.525451313E+50   1.440357068E+51   1.892663394E+51   2.046525423E+51
   9.354640535E+04  -2.353300871E+47   4.444903051E+50   1.448402913E+51   1.892657888E+51   2.046519918E+51
   9.523126354E+04  -2.319689677E+47   4.367563028E+50   1.456128172E+51   1.892652506E+51   2.046514535E+51
   9.690573378E+04  -2.287245014E+47   4.293414685E+50   1.463534501E+51   1.892647245E+51   2.046509274E+51
   9.863054974E+04  -2.254782661E+47   4.219715020E+50   1.470895882E+51   1.892641905E+51   2.046503935E+51
   1.003404616E+05  -2.223520134E+47   4.149193043E+50   1.477939721E+51   1.892636673E+51   2.046498702E+51
   1.020312201E+05  -2.193470474E+47   4.081818983E+50   1.484668980E+51   1.892631531E+51   2.046493561E+51
   1.037689514E+05  -2.163443163E+47   4.014891712E+50   1.491353466E+51   1.892626293E+51   2.046488322E+51
   1.054102624E+05  -2.135847926E+47   3.953729313E+50   1.497462030E+51   1.892621376E+51   2.046483406E+51
   1.071676147E+05  -2.107093503E+47   3.890342866E+50   1.503792557E+51   1.892616134E+51   2.046478163E+51
   1.088196034E+05  -2.080780700E+47   3.832642936E+50   1.509555005E+51   1.892611221E+51   2.046473250E+51
   1.105118239E+05  -2.054520068E+47   3.775343093E+50   1.515277324E+51   1.892606182E+51   2.046468211E+51
