,x,y
0,3500.634521484372,3.5140313252257323e-17
1,3502.375600337979,3.1081602684255634e-17
2,3504.116679191586,2.7817233658488616e-17
3,3505.857758045193,2.3926252157655523e-17
4,3507.5988368988005,3.3470420883969966e-17
5,3509.3399157524086,6.426742049794816e-17
6,3511.0809946060144,5.986573437820237e-17
7,3512.822073459622,3.6046426747582605e-17
8,3514.563152313229,3.589910588048692e-17
9,3516.3042311668364,4.3936631295485025e-17
10,3518.0453100204436,4.064053823886537e-17
11,3519.7863888740503,4.3331912636872e-17
12,3521.5274677276575,4.015627692977478e-17
13,3523.2685465812647,3.4120164637685475e-17
14,3525.0096254348723,5.4199484316487584e-17
15,3526.7507042884795,5.137999949393119e-17
16,3528.4917831420867,3.199459832227736e-17
17,3530.2328619956934,4.8412737200580966e-17
18,3531.9739408493006,3.196800611994501e-17
19,3533.7150197029077,4.254469146535019e-17
20,3535.4560985565163,5.819297665627314e-17
21,3537.197177410122,6.089259639062571e-17
22,3538.9382562637297,5.685710643677961e-17
23,3540.679335117337,5.307044895480172e-17
24,3542.420413970944,4.0209001422018903e-17
25,3544.161492824551,5.97740761488866e-17
26,3545.902571678158,7.67162504888548e-17
27,3547.6436505317656,5.583023780691137e-17
28,3549.384729385373,4.018684621649229e-17
29,3551.12580823898,5.147571752569338e-17
30,3552.866887092587,6.886262055891703e-17
31,3554.6079659461943,3.717417501623536e-17
32,3556.349044799801,4.0463888855971e-17
33,3558.090123653408,2.8061020328620245e-17
34,3559.8312025070154,3.0142534313326233e-17
35,3561.572281360624,6.771152925337805e-17
36,3563.31336021423,7.611021826742906e-17
37,3565.0544390678374,6.173301851042449e-17
38,3566.7955179214446,4.434723713411145e-17
39,3568.5365967750517,4.5660687450282336e-17
40,3570.2776756286585,5.996275935533239e-17
41,3572.018754482266,6.707992722485706e-17
42,3573.759833335873,6.036071925675412e-17
43,3575.5009121894805,6.350713563589352e-17
44,3577.2419910430876,6.255411107366913e-17
45,3578.983069896695,5.3133284902853696e-17
46,3580.7241487503015,3.6852285952666466e-17
47,3582.465227603909,4.2205891521338267e-17
48,3584.206306457516,4.0267254789477344e-17
49,3585.9473853111244,5.0784608123905325e-17
50,3587.6884641647307,6.114588571163436e-17
51,3589.4295430183374,4.5682121354314816e-17
52,3591.170621871945,3.768656708359764e-17
53,3592.911700725552,5.2230155875178475e-17
54,3594.6527795791594,5.81953523189924e-17
55,3596.3938584327666,4.8006885996115505e-17
56,3598.1349372863738,5.849206531343761e-17
57,3599.876016139981,7.572371978057486e-17
58,3601.617094993588,6.317360317802234e-17
59,3603.358173847195,7.601441090016072e-17
60,3605.0992527008016,6.115053777539935e-17
61,3606.8403315544097,5.561900896568984e-17
62,3608.5814104080164,4.3257072643770654e-17
63,3610.322489261625,7.364378405647762e-17
64,3612.063568115231,8.681851466573632e-17
65,3613.8046469688384,8.179941431933605e-17
66,3615.5457258224455,7.399235796660748e-17
67,3617.2868046760523,5.4613087857653905e-17
68,3619.02788352966,7.340229363972645e-17
69,3620.768962383267,8.148749443650968e-17
70,3622.510041236874,7.086118818051865e-17
71,3624.2511200904823,6.412126760987739e-17
72,3625.9921989440886,5.767784827544453e-17
