,x,y
0,3500.647705078121,6.359320874171333e-17
1,3502.3890172243073,2.2040373005263232e-17
2,3504.1303293704937,1.7321271214701253e-17
3,3505.871641516681,4.548075912343981e-17
4,3507.612953662868,3.452261447547212e-17
5,3509.3542658090546,3.1151840244428736e-17
6,3511.095577955241,1.1873124692278932e-17
7,3512.8368901014283,1.3579516405095184e-17
8,3514.5782022476155,7.811562832705772e-18
9,3516.3195143938015,8.039630589657055e-18
10,3518.0608265399883,2.106167606554764e-17
11,3519.8021386861756,2.124783637112515e-17
12,3521.543450832362,2.027250605650265e-17
13,3523.2847629785488,3.5934168412291815e-17
14,3525.0260751247356,3.6654325088470275e-17
15,3526.767387270923,3.769863068565113e-17
16,3528.50869941711,7.637377620856192e-18
17,3530.2500115632965,1.7969193516707918e-17
18,3531.991323709484,4.136503265017607e-17
19,3533.73263585567,3.715650312962877e-17
20,3535.4739480018566,2.7715942083759045e-17
21,3537.215260148044,3.3913300001375764e-17
22,3538.95657229423,2.7576757365168422e-17
23,3540.6978844404175,1.3609161731068472e-17
24,3542.439196586604,3.3667650520504666e-17
25,3544.180508732791,4.931967787651881e-17
26,3545.9218208789775,3.853729256510639e-17
27,3547.663133025165,5.553459683854003e-17
28,3549.4044451713526,3.690791550322189e-17
29,3551.1457573175385,1.4236679968905286e-17
30,3552.8870694637258,4.1017256142156724e-17
31,3554.6283816099126,4.328882314440289e-17
32,3556.3696937560985,2.7313439306413198e-17
33,3558.111005902286,1.8328002959737488e-17
34,3559.852318048473,1.643418452782591e-17
35,3561.59363019466,3.1063096999591603e-17
36,3563.334942340846,4.489165101734689e-17
37,3565.076254487033,4.131253315105855e-17
38,3566.8175666332204,1.5659634108927185e-17
39,3568.5588787794068,1.6553564888190788e-17
40,3570.300190925593,4.2129493119962875e-17
41,3572.0415030717804,5.4102032514161475e-17
42,3573.7828152179677,6.102000205729358e-17
43,3575.524127364154,3.833214515574834e-17
44,3577.2654395103414,4.198774414147334e-17
45,3579.0067516565277,2.798942950096501e-17
46,3580.748063802714,1.1540249842994729e-17
47,3582.489375948901,1.7629819509350886e-17
48,3584.2306880950878,1.8826642322235483e-17
49,3585.972000241275,3.7730814628924335e-17
50,3587.7133123874623,5.5483781479149666e-17
51,3589.4546245336487,3.631667988859348e-17
52,3591.195936679835,2.6394636860491343e-17
53,3592.9372488260224,2.3702271500110873e-17
54,3594.6785609722083,2.7956785645271206e-17
55,3596.419873118396,3.618759008219846e-17
56,3598.1611852645833,3.030078058195252e-17
57,3599.90249741077,3.361734139564919e-17
58,3601.643809556956,2.3225329085080145e-17
59,3603.385121703143,2.5622885620785488e-17
60,3605.1264338493297,3.724190787351365e-17
61,3606.867745995517,4.264401269586066e-17
62,3608.6090581417034,4.3378638415313904e-17
63,3610.3503702878907,4.298825548830317e-17
