,x,y
0,4630.0,0.0007616700022481383
1,4640.0,0.0013942799996584652
2,4650.0,0.0015882699517533183
3,4660.0,0.002011419972404838
4,4670.0,0.003656199900433421
5,4680.0,0.004295220132917166
6,4690.0,0.005047999788075686
7,4700.0,0.005064279772341251
8,4710.0,0.0072680399753153315
9,4720.0,0.005385110154747962
10,4730.0,0.006599119864404201
11,4740.0,0.007442649919539689
12,4750.0,0.007826309651136398
13,4760.0,0.008292039856314659
14,4770.0,0.009014010429382324
15,4780.0,0.008513979613780974
16,4790.0,0.008495680056512356
17,4800.0,0.008552850224077702
18,4810.0,0.008412590250372887
19,4820.0,0.008603779599070549
20,4830.0,0.00925576966255903
21,4840.0,0.008012269623577593
22,4850.0,0.007464650087058545
23,4860.0,0.007811009883880614
24,4870.0,0.0066830702126026145
25,4880.0,0.006384829990565777
26,4890.0,0.00400495994836092
27,4900.0,0.0045055397786200055
28,4910.0,0.0038413798902183775
29,4920.0,0.004508330021053553
30,4930.0,0.004449259955435991
31,4940.0,0.0033959299325942998
32,4950.0,0.0033027299214154486
33,4960.0,0.003130980068817735
34,4970.0,0.0019859699532389636
35,4980.0,0.0032930800225585695
36,4990.0,0.003618529997766017
37,5000.0,0.00438965018838644
38,5010.0,0.004038800019770861
39,5020.0,0.006313759833574295
40,5030.0,0.006211730185896158
41,5040.0,0.00653837015852332
42,5050.0,0.007130879908800125
43,5060.0,0.007479010149836542
44,5070.0,0.007919560186564922
45,5080.0,0.007582149934023617
46,5090.0,0.006515069864690304
47,5100.0,0.006994519848376513
48,5110.0,0.007574200164526702
49,5120.0,0.006487320177257061
50,5130.0,0.006776200141757727
51,5140.0,0.006412080023437737
52,5150.0,0.008783429861068726
53,5160.0,0.008663759566843508
54,5170.0,0.008410139940679073
55,5180.0,0.007811789866536855
56,5190.0,0.008633470162749289
57,5200.0,0.008315590210258959
58,5210.0,0.009215859696269037
59,5220.0,0.008998990058898926
60,5230.0,0.008136480115354061
61,5240.0,0.00690467981621623
62,5250.0,0.00615664990618825
63,5260.0,0.004850460216403007
64,5270.0,0.005708170123398304
65,5280.0,0.004489819984883069
66,5290.0,0.00486702984198928
67,5300.0,0.005201110150665044
68,5310.0,0.005538119934499265
69,5320.0,0.0068018101155757895
70,5330.0,0.006651040166616441
71,5340.0,0.006949230097234249
72,5350.0,0.0075057498179376125
73,5360.0,0.0068954499438405046
74,5370.0,0.008006540127098559
75,5380.0,0.009055020287632942
76,5390.0,0.009688599966466425
77,5400.0,0.008763300254940987
78,5410.0,0.008208059705793858
79,5420.0,0.00826554000377655
80,5430.0,0.008575400337576866
81,5440.0,0.008731639944016933
82,5450.0,0.009119070135056974
83,5460.0,0.009070489555597305
84,5470.0,0.008923039771616457
85,5480.0,0.007653399836272001
86,5490.0,0.009391079656779766
87,5500.0,0.008800500072538851
88,5510.0,0.00968583021312952
89,5520.0,0.009345659986138346
90,5530.0,0.009140879847109314
91,5540.0,0.009700169786810877
92,5550.0,0.009439130313694477
93,5560.0,0.00911710038781166
94,5570.0,0.0016929300036281347
95,5580.0,0.00871902983635664
96,5590.0,0.009256959892809393
97,5600.0,0.009406460449099537
98,5610.0,0.009003040380775928
99,5620.0,0.01094490010291338
100,5630.0,0.009268449619412422
101,5640.0,0.01103070005774498
102,5650.0,0.010065699927508831
103,5660.0,0.01014230027794838
104,5670.0,0.010149000212550163
105,5680.0,0.009673180058598518
106,5690.0,0.010371499694883825
107,5700.0,0.010484999977052212
108,5710.0,0.01033009961247444
109,5720.0,0.010696600191295147
110,5730.0,0.010413000360131264
111,5740.0,0.011136099696159361
112,5750.0,0.011070000007748604
113,5760.0,0.010637500323355198
114,5770.0,0.009716929867863657
115,5780.0,0.009700969792902468
116,5790.0,0.009782509878277779
117,5800.0,0.008667089976370335
118,5810.0,0.008270289748907091
119,5820.0,0.006760150194168091
120,5830.0,0.007235719822347164
121,5840.0,0.005879019852727652
122,5850.0,0.006272819824516773
123,5860.0,0.005474539939314127
124,5870.0,0.006104290019720792
125,5880.0,0.0054059899412095555
126,5890.0,0.005590090062469245
127,5900.0,0.004121250007301569
128,5910.0,0.0035341999027878046
129,5920.0,0.0036563999019563202
130,5930.0,0.002772330073639751
131,5940.0,0.0023374499287456274
132,5950.0,0.002003219909965992
133,5960.0,0.0021219900809228416
134,5970.0,0.0012709799921140075
135,5980.0,0.0012197899632155897
136,5990.0,0.0013721899595111609
137,6000.0,0.0019094699528068304
138,6010.0,0.002507189987227321
139,6020.0,0.002555970102548599
140,6030.0,0.0037544600199908014
141,6040.0,0.004715660121291877
142,6050.0,0.005121009889990091
143,6060.0,0.004965129774063826
144,6070.0,0.006052719894796609
145,6080.0,0.006619479972869157
146,6090.0,0.0072615998797118655
147,6100.0,0.007403580006211997
148,6110.0,0.009343040175735949
149,6120.0,0.009595270268619059
150,6130.0,0.010272899642586708
151,6140.0,0.009860410355031487
152,6150.0,0.009900430217385292
153,6160.0,0.009648170322179793
154,6170.0,0.009008030407130718
155,6180.0,0.008894380182027815
156,6190.0,0.008495899848639963
157,6200.0,0.007623389828950168
158,6210.0,0.007605220191180704
159,6220.0,0.007725089788436889
160,6230.0,0.006690630223602057
161,6240.0,0.00705358013510704
162,6250.0,0.007189699914306401
163,6260.0,0.005727259907871485
164,6270.0,0.005956210196018218
165,6280.0,0.006757009774446488
166,6290.0,0.004047839902341366
167,6300.0,0.00985058955848217
168,6310.0,0.006152450107038021
169,6320.0,0.006114790216088295
170,6330.0,0.006535910069942474
171,6340.0,0.006251719780266285
172,6350.0,0.006662399973720312
173,6360.0,0.005600360222160815
174,6370.0,0.00698168994858861
175,6380.0,0.007348599843680858
176,6390.0,0.0075489399023354045
177,6400.0,0.008369729854166508
178,6410.0,0.008996710181236267
179,6420.0,0.008445920422673227
180,6430.0,0.009046110324561598
181,6440.0,0.00994258001446724
182,6450.0,0.010284099727869032
183,6460.0,0.012217300012707709
184,6470.0,0.011474300175905228
185,6480.0,0.012352500110864641
186,6490.0,0.013157100416719912
187,6500.0,0.013520999811589714
188,6510.0,0.014170899987220766
189,6520.0,0.015464600175619122
190,6530.0,0.013331199996173378
191,6540.0,0.013429200276732443
192,6550.0,0.012670000083744528
193,6560.0,0.010048000141978266
194,6570.0,0.009548669680953024
195,6580.0,0.007882479578256607
196,6590.0,0.006657559890300035
197,6600.0,0.005830700043588877
198,6610.0,0.004957499913871288
199,6620.0,0.0055267601273953915
200,6630.0,0.0048735798336565495
201,6640.0,0.0050992099568247795
202,6650.0,0.004302590154111385
203,6660.0,0.005111029837280512
204,6670.0,0.007249219808727503
205,6680.0,0.008522000163793564
206,6690.0,0.012740099802613258
207,6700.0,0.015986699610948563
208,6710.0,0.020514300093054768
209,6720.0,0.02703779935836792
210,6730.0,0.03250569850206375
211,6740.0,0.038434699177742004
212,6750.0,0.04484390094876289
213,6760.0,0.05054770037531853
