wavelength,flux
3298.890041,0
3499.26318,5.713979654e-15
3500.531365,3.223700332e-14
3501.799549,9.191477738e-14
3503.067733,7.140257352e-14
3504.335918,9.128060043e-14
3505.604102,7.780112817e-14
3506.872287,6.220498834e-14
3508.140471,8.608082102e-14
3509.408656,8.213929889e-14
3510.67684,4.925194367e-14
3511.945024,4.24553513e-14
3513.213209,2.853400567e-14
3514.481393,1.323957813e-14
3515.749578,3.481963727e-14
3517.017762,6.086034048e-14
3518.285947,6.134227512e-14
3519.554131,6.037329653e-14
3520.822315,5.77287648e-14
3522.0905,5.47446474e-14
3523.358684,5.238146952e-14
3524.626869,1.546615415e-14
3525.895053,4.556415195e-14
3527.163238,6.088464693e-14
3528.431422,4.974911474e-14
3529.699606,3.330410221e-14
3530.967791,2.58753827e-14
3532.235975,3.07523172e-14
3533.50416,3.742730274e-14
3534.772344,3.62523935e-14
3536.040529,3.682534014e-14
3537.308713,4.634917531e-14
3538.576897,3.583092346e-14
3539.845082,4.117643658e-14
3541.113266,2.624791796e-14
3542.381451,1.8989386e-14
3543.649635,4.16713952e-14
3544.91782,4.255198421e-14
3546.186004,2.032510783e-14
3547.454188,3.243710639e-14
3548.722373,4.493759829e-14
3549.990557,3.374090693e-14
3551.258742,4.744113292e-14
3552.526926,4.060690518e-14
3553.795111,1.525285262e-14
3555.063295,1.946877785e-14
3556.331479,3.510729983e-14
3557.599664,2.323156079e-14
3558.867848,7.198626393e-15
3560.136033,1.269044413e-14
3561.404217,2.341940728e-14
3562.672402,1.731850171e-14
3563.940586,1.545636754e-14
3565.20877,3.473276219e-14
3566.476955,4.483132615e-14
3567.745139,3.145406366e-14
3569.013324,2.135104939e-14
3570.281508,3.148875813e-14
3571.549693,3.852247907e-14
3572.817877,2.002474826e-14
3574.086061,1.595692335e-14
3575.354246,1.663465135e-14
3576.62243,1.82180219e-14
3577.890615,2.190599149e-14
3579.158799,2.404464804e-14
3580.426984,2.457971028e-14
3581.695168,2.100598511e-14
3582.963352,1.228317036e-14
3584.231537,1.517123592e-14
3585.499721,2.731801195e-14
3586.767906,2.24016972e-14
3588.03609,2.311600855e-14
3589.304275,3.408358258e-14
3590.572459,2.699744047e-14
3591.840643,1.444382774e-14
