2008if	-18.1290162366	0.187214563369	0.0290243902439	0.0677317073171	2454807.8	5	V	-2454818.8	33.54
2006iw	-17.0514642914	0.189718390503	0.044389997561	0.0	2454010.6	1	V	2454019.33	35.49
2008K	-17.57283673	0.16749437898	0.0343902439024	0.0	2454477.7	4	V	2454486.32	35.35
2008ho	-15.3777890201	0.173015332146	0.01682	0.0516097560976	2454792.7	5	V	2454799.48	33.07
2006ai	-18.0644636113	0.167405370987	0.111951219512	0.0	2453781.8	5	V	2453788.59	34.01
2007ld	-17.5554964447	0.207255543568	0.0	0.0	2454377.5	8	V	2454383.99	35.5
2005dx	-16.033631887	0.322679619088	0.02121	0.0	2453615.8	7	V	-2453625.89	35.16
1992ba	-16.0487468178	0.302859111041	0.0517	0.0161219512195	2448888.5	8	V	-2448904.77	31.07
2005J	-17.6059574629	0.338539100392	0.0241219512195	0.0709512195122	2453382.7	7	V	2453390.61	34.06
asassn14kg	-18.5381352625	0.410883325432	0.0409756097561	0.243902439024	2456970.0	3.0	V	2456988.19	33.83
2001do	-18.0947523701	0.152127843332	0.169756097561	0.0	52133.25	2	V	52140.27	33.39
2005dz	-16.6898136414	0.310582019026	0.0712195121951	0.0	2453619.5	4	V	2453627.98	34.44
2006Y	-17.9718056486	0.197466142032	0.114390243902	0.0	2453766.5	4	V	2453775.69	35.73
2007X	-17.7354444124	0.244154814638	0.0601951219512	0.122585365854	2454143.8	5	V	-2454153.85	32.62
2010id	-15.4778402481	0.336778003123	0.0536585365854	0.0	55452.3	2.0	V	55458.11	34.15
1990E	-17.3760299869	0.282494677802	0.0219512195122	0.378048780488	47932	5	V	47944.75	31.71
2002hh	-15.3443189655	0.467927960812	0.302195121951	0.697804878049	52577.5	10	V	52585.59	28.36
asassn14ha	-14.8572025093	0.502765680588	0.00948780487805	0.0	2456910.5	1.5	V	2456912.45	29.53
2014G	-18.0836690511	0.203058596942	0.0103902439024	0.203	2456668.35	1.0	r	2456680.7	31.9
1986L	-18.6094251143	0.256224691444	0.0263414634146	0.0	46708.0	6.0	r	46716.67	31.72
1979C	-19.4783338315	0.236416690612	0.0231707317073	0.16	43970.00	20	R	-43994.36	31.01
1990E	-17.7040979397	0.301448976641	0.0219512195122	0.378048780488	47932	5	R	47945.25	31.71
1999em	-16.9849726328	0.0915410194869	0.0358048780488	0.0580634146341	2451476.5	5	R	2451483.01	30.34
1999gi	-16.5560703402	0.271022137221	0.0146097560976	0.19	51518.2	3.1	R	51527.88	30.34
1999br	-14.3866272163	0.431636291051	0.0209756097561	0.0	51278.0	3	R	51289.18	31.6
2000dc	-17.2721946869	0.103276531127	0.0714634146341	0.0	2451762	4	R	2451772.74	32.93
2001fa	-18.1309724732	0.191609108759	0.0685365853659	0.0	52198	3	R	52206.27	33.9
2001do	-18.3163413723	0.151614117656	0.169756097561	0.0	52133.25	2	R	52141.86	33.39
2001cy	-17.6758163031	0.104730012487	0.185365853659	0.0	52085	6	R	52092.27	33.01
2001X	-17.0204247352	0.146081117577	0.0350975609756	0.07	51963	5	R	-51976.05	31.59
2002gd	-16.1179572038	0.830248293049	0.0592682926829	0.0	2452552	2	R	2452561.74	32.9
2002hh	-16.292786931	0.38607801378	0.302195121951	0.697804878049	52577.5	10	R	52585.7	28.36
2003Z	-14.8759210139	0.181289118857	0.0343902439024	0.0	52665	4.5	R	52674.26	31.7
2003hn	-17.377883956	0.27739468252	0.0126829268293	0.119341463415	52857	4	R	-52877.82	31.14
2003hf	-18.5820465447	0.152334118534	0.0192682926829	0.0	2452863	2	R	2452877.88	35.64
2004du	-17.685177303	0.0277444553899	0.0846341463415	0.0	53228	2	R	53238.45	33.94
2004et	-17.297000725	0.176535575382	0.302097560976	0.107804878049	53270.5	4	R	53282.59	28.36
2004er	-17.4006824686	0.214111411749	0.0226829268293	0.109658536585	2453271.7	2	R	2453285.69	33.83
2005dq	-17.6953560988	0.157328864785	0.069512195122	0.0	2453608	4	R	2453617.45	34.77
2005cs	-14.9765055602	1.65166149887	0.0317073170732	0.0183	2453549.0	.5	R	2453551.46	29.26
2006bp	-17.9582445722	0.315066885716	0.0265853658537	0.4	53834.5	2	R	53840.85	31.58
2008fq	-19.3632890944	0.320655720579	0.0560975609756	0.46	2454720.	5	r	2454724.85	33.38
2008in	-15.515447492	0.202426860914	0.0197073170732	0.0258048780488	2454825.6	1.0	R	2454831.22	30.45
2009hd	-17.2336813697	0.209545960787	0.03	1.2	2455002	20	R	-2455019.48	29.86
2009N	-15.821906401	0.124094181425	0.018487804878	0.032243902439	54848.1	1.2	R	-54858.9	31.67
2007od	-18.2005216313	0.164084061212	0.0323902439024	0.0	54404.	5	R	54409.43	31.95
2009ib	-16.4197862781	0.337645514361	0.0262926829268	0.133658536585	55041.3	2	R	-55054.4	31.48
2009bw	-17.5469979829	0.183267839777	0.202609756098	0.08	54916.5	3	R	54926.46	31.44
2009dd	-17.4794438081	0.685067001902	0.0172926829268	0.43	54925.5	5.0	R	-54936.67	30.91
2009js	-15.7544527472	0.438644824741	0.314804878049	0.0451951219512	55110.	5.5	R	-55121.6	31.57
2009kr	-17.1129547639	0.157531003348	0.0642926829268	0.01	55140.5	2.0	R	55147.02	32.09
2009md	-15.2990307366	0.223441954173	0.0239024390244	0.1	2455162	8	R	-2455179.96	31.66
2010id	-15.4540317321	0.401446840156	0.0536585365854	0.0	55452.3	2.0	R	55461.85	34.15
2012aw	-17.0509123413	0.106966000304	0.0246097560976	0.0580487804878	2456002.5	4	R	2456011.84	29.96
2012A	-16.3038307019	0.154467271804	0.0281951219512	0.00878048780488	55932.5	2.0	R	55939.45	29.96
2012ec	-17.0640232307	0.208905106272	0.0234146341463	0.116585365854	2456143	5	R	-2456157.59	31.32
2013ai	-15.9456383739	0.259521886819	0.0768292682927	0.153658536585	2456348.	5	r	2456364.26	32.2
2013ab	-17.3319894509	2.08980944191	0.0241463414634	0.0199024390244	2456340.0	1.0	r	2456348.19	31.9
2013bu	-15.459694106	0.102884373326	0.0807317073171	0.0	2456399.8	4.5	r	2456406.64	30.79
2013by	-18.2832125195	0.150189480853	0.230902439024	0.0	2456404.0	2.0	r	2456412.88	30.81
2013ej	-17.5466922875	0.022413548454	0.0613902439024	0.0	2456497.45	2.0	R	2456505.64	29.79
2013fs	-17.5568748421	0.150113138402	0.0350975609756	0.0	2456571.12	0.5	r	2456578.79	33.45
2014cy	-16.145184772	0.158085952935	0.0487804878049	0.0	2456900	1.0	r	2456902.37	31.87
2014dw	-17.1903287518	0.218983892749	0.114609756098	0.114609756098	2456958.0	10.0	r	-2456969.5993	32.46
2015W	-17.6407073289	0.157722329619	0.146097560976	0.0	2457025	10.0	r	2457035.62	33.74
lsq13dpa	-17.2582302141	0.203686405222	0.039487804878	0.0	2456642.7	2.0	r	2456651.9	35.08
lsq13cuw	-17.8465831837	0.168914586279	0.0231707317073	0.0	56593.42	0.68	r	56607.44	36.38
asassn14dq	-17.7048797492	0.159170248876	0.0740975609756	0.0	2456841.5	5.5	r	2456851.76	33.26
asassn14gm	-17.2572478834	0.160926492633	0.0990243902439	0.0	2456901.0	1.5	r	2456906.97	31.74
asassn14kg	-18.4993967395	0.368766519387	0.0409756097561	0.243902439024	2456970.0	3.0	r	-2456988.7807	33.83
asassn14ha	-14.747543541	0.50110787077	0.00948780487805	0.0	2456910.5	1.5	r	2456912.57	29.53
asassn14ha	-14.4499554631	0.502658398456	0.00948780487805	0.0	2456910.5	1.5	i	2456912.53	29.53
2014G	-17.9441413469	0.246017653438	0.0103902439024	0.203	2456668.35	1.0	i	2456680.33	31.9
1990E	-17.8132091366	0.290289712362	0.0219512195122	0.378048780488	47932	5	I	47944.51	31.71
1999em	-16.9265060276	0.0831673650351	0.0358048780488	0.0580634146341	2451476.5	5	I	2451482.97	30.34
1999gi	-16.5742302882	0.08960644435	0.0146097560976	0.19	51518.2	3.1	I	51526.78	30.34
1999br	-14.4405557221	0.458833464723	0.0209756097561	0.0	51278.0	3	I	51287.03	31.6
2000dc	-17.5652239601	0.11959476606	0.0714634146341	0.0	2451762	4	I	2451771.3	32.93
2001fa	-18.132444315	0.204626099861	0.0685365853659	0.0	52198	3	I	52205.45	33.9
2001do	-18.4076757447	0.154279674672	0.169756097561	0.0	52133.25	2	I	52140.92	33.39
2001cy	-17.6266445539	0.108990378596	0.185365853659	0.0	52085	6	I	52092.61	33.01
2001X	-16.9270291169	0.134129892162	0.0350975609756	0.07	51963	5	I	-51976.05	31.59
2002gd	-16.1063466171	0.271022439156	0.0592682926829	0.0	2452552	2	I	2452560.16	32.9
2002hh	-16.8129506807	0.308386902386	0.302195121951	0.697804878049	52577.5	10	I	52584.96	28.36
2003Z	-14.8038646903	0.266435860887	0.0343902439024	0.0	52665	4.5	I	52671.28	31.7
2003hn	-17.3329653795	0.274696435028	0.0126829268293	0.119341463415	52857	4	I	-52877.82	31.14
2004du	-17.7379402611	0.0414074346154	0.0846341463415	0.0	53228	2	I	53237.78	33.94
2004et	-17.3077508729	0.163907982715	0.302097560976	0.107804878049	53270.5	4	I	53281.99	28.36
2005dq	-17.7946328999	0.179124402219	0.069512195122	0.0	2453608	4	I	2453616.91	34.77
2005cs	-15.0000813578	0.332702611818	0.0317073170732	0.0183	2453549.0	.5	I	2453553.78	29.26
2007od	-18.2108763847	0.159047206177	0.0323902439024	0.0	54404.	5	I	54410.96	31.95
2008fq	-19.0459802674	0.25900402908	0.0560975609756	0.46	2454720.	5	i	2454730.83	33.38
2008in	-15.8491265561	0.110181532921	0.0197073170732	0.0258048780488	2454825.6	1.0	I	2454833.32	30.45
2009hd	-17.5370727708	0.170892729753	0.03	1.2	2455002	20	I	-2455019.48	29.86
2009N	-15.9599538493	0.123446338756	0.018487804878	0.032243902439	54848.1	1.2	I	-54858.9	31.67
2009ib	-16.3948112981	0.325756194789	0.0262926829268	0.133658536585	55041.3	2	I	-55054.4	31.48
2009bw	-17.6449291355	0.17028505719	0.202609756098	0.08	54916.5	3	I	54927.0	31.44
2009dd	-17.1634472336	0.439139722326	0.0172926829268	0.43	54925.5	5.0	I	-54936.67	30.91
2009js	-15.7535360124	0.347219061444	0.314804878049	0.0451951219512	55110.	5.5	I	-55121.6	31.57
2009kr	-17.3675183446	0.152938781972	0.0642926829268	0.01	55140.5	2.0	I	55151.54	32.09
2009md	-15.2793056762	0.20160584564	0.0239024390244	0.1	2455162	8	I	-2455181.61	31.66
2010id	-15.9389022114	0.244912521478	0.0536585365854	0.0	55452.3	2.0	I	55461.28	34.15
2012aw	-17.0361570718	0.101172389405	0.0246097560976	0.0580487804878	2456002.5	4	I	2456011.2	29.96
2012A	-16.3624445116	0.157251987837	0.0281951219512	0.00878048780488	55932.5	2.0	I	55938.35	29.96
2012ec	-17.0233976321	0.179075613238	0.0234146341463	0.116585365854	2456143	5	I	-2456157.59	31.32
2013ai	-16.0654648431	0.222102641911	0.0768292682927	0.153658536585	2456348.	5	i	2456360.43	32.2
2013ab	-17.4399297367	0.156514331659	0.0241463414634	0.0199024390244	2456340.0	1.0	I	2456347.74	31.9
2013bu	-15.3868747634	0.0812127176214	0.0807317073171	0.0	2456399.8	4.5	i	2456406.33	30.79
2013by	-18.1360349666	0.150186307369	0.230902439024	0.0	2456404.0	2.0	i	2456412.16	30.81
2013ej	-17.5572146962	0.0228658242046	0.0613902439024	0.0	2456497.45	2.0	I	2456505.2	29.79
2013fs	-17.8647764046	0.158318478254	0.0350975609756	0.0	2456571.12	0.5	I	2456578.9	33.45
2014cy	-15.9701853553	0.151790285429	0.0487804878049	0.0	2456900	1.0	i	2456906.69	31.87
2014dw	-17.046538669	0.193670754282	0.114609756098	0.114609756098	2456958.0	10.0	i	-2456969.6026	32.46
2015W	-17.4999281184	0.162009151728	0.146097560976	0.0	2457025	10.0	i	-2457035.4338	33.74
lsq13dpa	-16.8593182376	0.178762245458	0.039487804878	0.0	2456642.7	2.0	i	2456653.82	35.08
lsq13cuw	-17.3300196263	0.220418721212	0.0231707317073	0.0	56593.42	0.68	i	-56621.21	36.38
asassn14dq	-17.5794199833	0.158571942774	0.0740975609756	0.0	2456841.5	5.5	i	2456851.57	33.26
asassn14gm	-17.0907935657	0.160685812071	0.0990243902439	0.0	2456901.0	1.5	i	2456908.99	31.74
asassn14kg	-18.1308251281	0.299868707277	0.0409756097561	0.243902439024	2456970.0	3.0	i	-2456988.784	33.83
005	-18.024661582	0.196727678247	0.0	0.012955344272	2456241.7	2.9	I	2456250.13	37.42
011	-17.8433897851	0.159850386495	0.0	0.0217464707423	2456298.25	6.45	I	2456310.65	36.66
045	-18.3327609087	0.211716698576	0.0	0.0138807260058	2456483.4	2.5	I	2456486.96	38.25
046	-17.9513594705	0.209172158082	0.0	0.012955344272	2456489.9	2.0	I	2456496.84	37.42
047	-18.9215666713	0.154340541468	0.0	0.0134180351389	2456505.3	4.5	I	2456511.36	37.09
048	-17.363827933	0.233685623035	0.0	0.0175822529406	2456489.4	1.5	I	2456503.03	37.09
135	-18.2184086205	0.20055772985	0.0	0.0726424660968	2456620.65	2.05	I	2456631.68	36.97
144	-17.8198329351	0.164180954909	0.0	0.052284067955	2456635.7	6.0	I	2456642.17	36.19
004	-17.0337245333	0.157131200351	0.0	0.0310002880795	2456660.3	2.5	I	2456666.11	35.54
009	-17.9048219014	0.180091092007	0.0	0.0314629789464	2456688.2	1.5	I	2456696.34	36.93
018	-17.1750460065	0.154895489317	0.0	0.0402541054167	2456702.2	1.5	I	2456710.19	35.54
1980K	-18.3402247031	0.054070492976	0.326097560976	0.0	44537.3	10	V	44545.15	28.7
2008aw	-17.5748135268	0.155578304088	0.0358487804878	0.0	2454517.7	10	V	-2454530.79	33.21
2005ay	-16.027702497	0.126648112128	0.1	0.0	53452	4	V	53458.67	30.82
2003hd	-17.2940665372	0.162395213554	0.0114585365854	0.0	2452857.5	5	V	2452868.27	36.02
2003fb	-15.4263639552	0.261188374544	0.1597	0.0	2452776.5	6	V	-2452797.8	34.36
2003cx	-16.7203522902	0.165954726766	0.0814634146341	0.0	2452728.5	5	V	-2452739.9	35.91
2004fx	-15.4185269599	0.152066116081	0.0911951219512	0.0	2453303.5	4	V	-2453321.86	32.71
2003iq	-16.6856908301	0.105869800618	0.0641463414634	0.0	52919.5	2	V	52925.23	32.16
2008M	-16.623598732	0.157611157169	0.039756097561	0.0	2454471.7	9	V	-2454484.71	32.42
asassn15oz	-18.1439759851	0.0253812508979	0.080487804878	0.0	2457262.0	9999	V	2457269.89	32.38
1998S	-19.6431177041	0.051865581867	0.209756097561	0.0219512195122	2450875	9999	V	50889.59	31.18
2016ija	-18.5210379394	0.804799623846	0.0134146341463	1.9512195122	2457712.7	9999	V	2457717.37	31.51
