wavelength,flux
3300.030983,0
3499.922525,1.418004622e-16
3501.187662,2.658942301e-16
3502.452798,4.824576848e-16
3503.717934,4.058688069e-16
3504.983071,2.363608382e-16
3506.248207,2.574440441e-16
3507.513343,2.207978518e-16
3508.77848,6.315098475e-17
3510.043616,1.833049443e-16
3511.308752,1.433147057e-16
3512.573889,-1.109847815e-16
3513.839025,4.532681089e-17
3515.104161,3.9018803e-16
3516.369298,3.834034549e-16
3517.634434,3.30076762e-17
3518.899571,-1.491639976e-16
3520.164707,2.227942291e-16
3521.429843,3.940838787e-16
3522.69498,2.537664917e-16
3523.960116,7.320379015e-16
3525.225252,6.840256917e-16
3526.490389,8.461352909e-17
3527.755525,4.067147546e-16
3529.020661,7.461553996e-16
3530.285798,4.657824648e-16
3531.550934,3.778273841e-16
3532.81607,2.178144959e-16
3534.081207,-1.810221772e-16
3535.346343,-2.791411636e-16
3536.611479,1.546007844e-16
3537.876616,3.278819011e-16
3539.141752,-1.983619475e-16
3540.406888,-5.357584638e-17
3541.672025,-4.015771821e-16
3542.937161,-6.535212295e-16
3544.202297,-3.368270455e-16
3545.467434,-1.497853525e-17
3546.73257,3.543326423e-17
3547.997706,1.833942401e-16
3549.262843,7.243146021e-16
3550.527979,1.218138198e-15
3551.793115,8.064059649e-16
3553.058252,4.418556104e-16
3554.323388,3.789285005e-16
3555.588525,1.929877088e-16
3556.853661,4.235689103e-16
3558.118797,9.350985393e-16
3559.383934,3.204836771e-16
3560.64907,1.447535764e-16
3561.914206,5.304214548e-16
3563.179343,4.57086401e-16
3564.444479,2.776419153e-16
3565.709615,6.00787764e-16
3566.974752,5.708348261e-16
3568.239888,1.026576006e-16
3569.505024,3.105373927e-16
3570.770161,3.034336185e-16
3572.035297,2.690912236e-16
3573.300433,3.056692826e-16
3574.56557,4.65770462e-19
3575.830706,8.518341021e-17
3577.095842,1.18586942e-15
3578.360979,1.220140373e-15
3579.626115,7.444827213e-16
3580.891251,5.356622065e-16
3582.156388,2.656810689e-16
3583.421524,-6.137389639e-17
3584.68666,1.139777195e-16
3585.951797,4.013131196e-16
3587.216933,8.370871757e-18
3588.48207,1.695015763e-16
3589.747206,-3.63186188e-17
3591.012342,-3.11822077e-16
3592.277479,5.481629139e-18
3593.542615,4.337363232e-16
3594.807751,2.881367329e-16
3596.072888,4.062879889e-17
3597.338024,4.163597864e-16
3598.60316,-2.568902169e-16
3599.868297,-6.680505445e-16
3601.133433,8.744724472e-17
3602.398569,9.945376999e-16
3603.663706,1.191106201e-15
3604.928842,1.023969554e-15
3606.193978,8.192319495e-16
3607.459115,4.227909105e-16
