wavelength,flux
3300.072725,0
3498.781449,-4.7695358e-15
3500.04711,1.194272156e-14
3501.312771,2.539279923e-14
3502.578431,4.48097158e-15
3503.844092,-1.383263418e-14
3505.109753,-5.124046934e-16
3506.375413,1.439541303e-14
3507.641074,5.435907207e-15
3508.906735,-1.320445845e-14
3510.172395,-7.343762947e-15
3511.438056,-1.120966706e-14
3512.703717,-1.796599063e-14
3513.969377,-1.534325814e-14
3515.235038,-1.963209343e-15
3516.500699,1.417945097e-14
3517.766359,1.742377774e-14
3519.03202,1.700465228e-14
3520.297681,2.393767794e-14
3521.563341,1.058148794e-14
3522.829002,8.09323464e-15
3524.094663,9.30939184e-16
3525.360324,3.689488324e-15
3526.625984,1.943917575e-14
3527.891645,2.330001502e-15
3529.157306,-1.008417034e-14
3530.422966,1.084458823e-14
3531.688627,1.638794623e-14
3532.954288,2.252422898e-14
3534.219948,2.377523566e-14
3535.485609,2.484153494e-14
3536.75127,3.0670897e-14
3538.01693,1.568622178e-14
3539.282591,-5.34554065e-15
3540.548252,1.886070815e-14
3541.813912,3.304677698e-14
3543.079573,1.668546825e-14
3544.345234,8.53119726e-15
3545.610894,-5.172615274e-16
3546.876555,-3.25597305e-15
3548.142216,1.223420677e-14
3549.407876,6.590754469e-15
3550.673537,9.738271726e-15
3551.939198,5.588799619e-15
3553.204858,1.146885575e-14
3554.470519,6.610973145e-15
3555.73618,-9.542463543e-16
3557.00184,1.07389717e-14
3558.267501,2.490109999e-14
3559.533162,1.90008345e-14
3560.798822,5.612039238e-15
3562.064483,1.091904243e-15
3563.330144,3.862025971e-15
3564.595804,-6.502593586e-16
3565.861465,1.765785021e-15
3567.127126,9.887338513e-15
3568.392786,1.220218215e-14
3569.658447,8.572350356e-15
3570.924108,-1.708250414e-15
3572.189768,2.059479635e-14
3573.455429,1.965899265e-14
3574.72109,1.322592989e-14
3575.98675,2.421724964e-14
3577.252411,1.803326707e-14
3578.518072,-8.463845435e-15
3579.783732,-8.326166159e-15
3581.049393,1.123605891e-14
3582.315054,1.048770615e-14
3583.580714,-2.261042644e-15
3584.846375,-6.671854909e-15
3586.112036,7.403751938e-16
3587.377696,1.735465985e-14
3588.643357,2.590291635e-14
3589.909018,1.351669682e-14
3591.174678,2.759036819e-15
3592.440339,9.129888618e-15
3593.706,1.6339479e-14
3594.97166,1.644206825e-14
3596.237321,1.305510028e-14
3597.502982,8.134302185e-15
3598.768642,9.376121095e-15
3600.034303,1.580456753e-14
3601.299964,1.18272608e-14
3602.565624,6.067034421e-15
3603.831285,1.159417936e-14
3605.096946,9.196060525e-15
3606.362606,-1.21649244e-16
3607.628267,-2.940666306e-15
3608.893928,2.588836348e-15
3610.159588,4.612708073e-15
3611.425249,6.520600977e-16
3612.69091,6.225172508e-15
3613.95657,1.346286025e-14
3615.222231,1.279016786e-14
3616.487892,1.072440358e-14
3617.753552,8.490514268e-15
3619.019213,6.044946766e-15
3620.284874,5.709387464e-15
3621.550534,4.750008302e-15
3622.816195,3.227816404e-15
3624.081856,9.898826821e-15
3625.347516,1.297317695e-14
3626.613177,1.121086392e-14
3627.878838,1.287998469e-14
3629.144498,9.535010924e-15
3630.410159,2.479934169e-15
3631.67582,2.085448267e-15
3632.94148,2.080084431e-15
3634.207141,1.034579933e-14
3635.472802,6.469817222e-15
3636.738462,-2.003579568e-15
3638.004123,-4.183535537e-15
3639.269784,3.390160009e-15
3640.535444,7.787932625e-15
3641.801105,5.772582475e-15
3643.066766,9.903949676e-15
3644.332426,5.501556496e-15
3645.598087,7.862301271e-15
3646.863748,6.831764988e-15
3648.129408,2.792364178e-15
3649.395069,-6.028900468e-16
3650.66073,5.101204573e-16
3651.92639,5.841252707e-15
3653.192051,7.245605381e-15
3654.457712,4.522058184e-15
3655.723372,1.779274444e-15
3656.989033,3.608617853e-15
3658.254694,5.591047962e-16
3659.520354,-2.206244483e-15
3660.786015,1.93692824e-15
3662.051676,7.841774274e-15
3663.317336,8.24270292e-15
3664.582997,3.602462888e-15
3665.848658,5.971419224e-15
3667.114318,3.81978952e-15
3668.379979,2.797528326e-15
3669.64564,9.994642553e-16
3670.9113,-1.045494778e-15
3672.176961,3.004382242e-15
3673.442622,8.027496413e-15
3674.708282,5.639722816e-15
3675.973943,4.395811311e-15
3677.239604,8.225745321e-15
3678.505264,8.563015206e-15
3679.770925,3.712876174e-15
3681.036586,1.011237378e-15
3682.302246,2.307492661e-15
3683.567907,4.358388125e-15
3684.833568,5.593740362e-15
3686.099228,2.134996518e-15
3687.364889,1.682738946e-15
3688.63055,2.121993716e-15
3689.89621,2.084921413e-15
3691.161871,2.952460393e-15
3692.427532,5.175826588e-15
3693.693192,5.284076975e-15
