,Name,z,discovery_date,distance_modulus,U,B,V,R,I,u,g,r,i,J,H,K,L,G,o,c
0,SN2018aad,0.024,58182.7996,35.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
