wavelength,flux
3298.786052,0
3499.89505,4.839337413e-14
3501.159886,5.058840242e-14
3502.424722,4.898118451e-14
3503.689559,3.822797927e-14
3504.954395,1.586598251e-14
3506.219232,1.582599239e-14
3507.484068,3.60859888e-14
3508.748905,4.462279342e-14
3510.013741,6.637411161e-14
3511.278578,6.692452717e-14
3512.543414,3.516059175e-14
3513.808251,2.234243877e-14
3515.073087,3.455632522e-14
3516.337924,2.493455102e-14
3517.60276,1.20786263e-14
3518.867596,1.166838876e-14
3520.132433,2.562808296e-14
3521.397269,2.501793464e-14
3522.662106,1.407795948e-14
3523.926942,1.453970509e-14
3525.191779,1.461169273e-14
3526.456615,5.385845443e-15
3527.721452,1.247453797e-14
3528.986288,1.324764188e-14
3530.251125,2.169732154e-14
3531.515961,2.768466879e-14
3532.780798,1.957712692e-14
3534.045634,1.44052979e-14
3535.31047,1.99977008e-14
3536.575307,2.376398029e-14
3537.840143,2.55065727e-14
3539.10498,1.864003574e-14
3540.369816,1.147531353e-14
3541.634653,2.886879375e-14
3542.899489,2.894786258e-14
3544.164326,2.351555907e-14
3545.429162,3.051487353e-14
3546.693999,2.562987698e-14
3547.958835,2.395223675e-14
3549.223672,2.949941994e-14
3550.488508,2.374953837e-14
3551.753344,3.160121362e-14
3553.018181,3.037410005e-14
3554.283017,3.381159691e-14
3555.547854,3.022896603e-14
3556.81269,7.466945255e-15
3558.077527,1.163721795e-14
3559.342363,1.756940134e-14
3560.6072,3.582675267e-14
3561.872036,4.240814785e-14
3563.136873,3.310555768e-14
3564.401709,2.404828689e-14
3565.666545,2.277469663e-14
3566.931382,2.022593552e-14
3568.196218,1.613350092e-14
3569.461055,2.48396071e-14
3570.725891,2.720555816e-14
3571.990728,2.735649435e-14
3573.255564,2.023957614e-14
3574.520401,1.532547892e-14
3575.785237,1.923748534e-14
3577.050074,2.051063854e-14
3578.31491,1.813838894e-14
3579.579747,2.150638507e-14
3580.844583,1.19118777e-14
3582.109419,9.260132639e-15
3583.374256,1.326932169e-14
3584.639092,1.24559024e-14
3585.903929,9.59786331e-15
3587.168765,1.271713752e-14
3588.433602,1.474715871e-14
3589.698438,1.093780252e-14
3590.963275,1.911772844e-14
3592.228111,1.752971954e-14
3593.492948,1.612506108e-14
3594.757784,1.290551596e-14
3596.022621,1.423328584e-14
3597.287457,1.866627004e-14
3598.552293,1.415035878e-14
3599.81713,1.097360067e-14
3601.081966,1.592816658e-14
3602.346803,1.704207589e-14
3603.611639,9.789354589e-15
3604.876476,1.150214584e-14
3606.141312,1.905605258e-14
3607.406149,1.449684184e-14
3608.670985,7.995743688e-15
3609.935822,1.756539148e-14
3611.200658,2.207166436e-14
3612.465494,1.90716346e-14
3613.730331,1.47219815e-14
3614.995167,1.361183556e-14
3616.260004,1.241834072e-14
3617.52484,1.209891274e-14
3618.789677,1.340226436e-14
3620.054513,1.285584764e-14
3621.31935,1.491655344e-14
3622.584186,1.832133281e-14
3623.849023,1.64660901e-14
3625.113859,1.406759095e-14
3626.378696,1.33299828e-14
3627.643532,1.25524218e-14
3628.908368,1.127342746e-14
3630.173205,1.123130367e-14
3631.438041,1.380313286e-14
3632.702878,1.551243434e-14
3633.967714,1.611497123e-14
3635.232551,1.785687585e-14
