wavelength,flux
3299.673126,0
3499.563294,1.52801652e-15
3500.828422,-1.331475654e-14
3502.093549,-2.43404743e-15
3503.358677,-6.517553246e-17
3504.623805,-1.806667405e-14
3505.888932,2.653176547e-15
3507.15406,1.407018626e-14
3508.419188,-1.173493591e-14
3509.684315,-5.389282279e-15
3510.949443,1.900618606e-14
3512.214571,4.929553876e-16
3513.479698,-1.868386122e-14
3514.744826,9.567502261e-15
3516.009954,1.266856696e-14
3517.275081,-4.426664486e-15
3518.540209,-1.129329039e-14
3519.805336,2.864527785e-15
3521.070464,9.302567295e-15
3522.335592,1.380111947e-14
3523.600719,1.408869901e-14
3524.865847,3.165529836e-15
3526.130975,1.145913266e-14
3527.396102,9.329838368e-15
3528.66123,1.099913448e-14
3529.926358,1.531865353e-14
3531.191485,2.304118844e-14
3532.456613,2.661167456e-14
3533.721741,1.457551087e-14
3534.986868,-3.450101143e-15
3536.251996,-1.032123707e-14
3537.517123,-1.103289382e-14
3538.782251,1.351574475e-15
3540.047379,4.981307166e-15
3541.312506,1.154558e-14
3542.577634,1.241268508e-14
3543.842762,-1.55251896e-15
3545.107889,1.146229998e-16
3546.373017,1.9955649e-14
3547.638145,7.886176589e-15
3548.903272,4.337557891e-15
3550.1684,9.307466534e-15
3551.433528,-1.055573617e-17
3552.698655,1.592369848e-15
3553.963783,1.55485603e-14
3555.22891,1.1380229e-14
3556.494038,-2.683740249e-16
3557.759166,1.945780793e-15
3559.024293,5.417932745e-15
3560.289421,2.547185621e-14
3561.554549,1.045030033e-14
3562.819676,-1.108528705e-14
3564.084804,-4.09631486e-15
3565.349932,4.423394515e-15
3566.615059,8.37940525e-16
3567.880187,9.09997737e-17
3569.145315,-1.366681096e-15
3570.410442,-2.432028103e-15
3571.67557,-3.068700842e-15
3572.940698,-3.013552432e-15
3574.205825,-3.264393828e-15
3575.470953,-5.219677484e-15
3576.73608,-1.364928796e-15
3578.001208,1.130682767e-14
3579.266336,8.42252378e-15
3580.531463,5.468382027e-15
3581.796591,-9.764831291e-15
3583.061719,-1.40478212e-14
3584.326846,8.136298324e-16
3585.591974,1.347107054e-14
3586.857102,1.354037647e-14
3588.122229,1.876020854e-15
3589.387357,-1.402284644e-14
3590.652485,-1.929503615e-14
3591.917612,-2.768118918e-15
3593.18274,8.108401612e-15
3594.447867,4.128750293e-15
3595.712995,1.944173124e-15
3596.978123,5.753607667e-15
3598.24325,6.42986649e-15
3599.508378,-8.154566707e-16
3600.773506,-1.162912455e-14
3602.038633,4.633389653e-15
3603.303761,1.823827784e-14
3604.568889,1.26415788e-14
3605.834016,5.067366984e-15
3607.099144,2.427058984e-15
3608.364272,4.057535151e-15
3609.629399,1.076910743e-14
3610.894527,-2.292006145e-15
3612.159654,-7.419692675e-15
3613.424782,1.000848201e-15
3614.68991,-1.817853539e-16
3615.955037,-5.256359092e-15
3617.220165,7.184512945e-17
3618.485293,4.195417715e-15
3619.75042,8.793223514e-15
3621.015548,8.990740586e-15
3622.280676,-2.463698242e-15
3623.545803,-1.22122341e-15
3624.810931,4.358311892e-15
3626.076059,2.858639e-15
3627.341186,1.007545055e-15
3628.606314,-1.964206512e-15
3629.871442,-2.637030405e-15
3631.136569,4.619494501e-15
3632.401697,3.513255072e-15
3633.666824,-2.886764729e-15
3634.931952,-1.285956633e-15
3636.19708,4.168493079e-15
3637.462207,3.846792507e-15
3638.727335,1.097389734e-15
3639.992463,7.218762589e-16
3641.25759,1.569837713e-15
3642.522718,-1.083256566e-15
3643.787846,5.073248357e-15
3645.052973,1.372545825e-14
3646.318101,1.540566414e-14
3647.583229,1.128487511e-14
3648.848356,5.521044183e-15
3650.113484,2.770865211e-15
3651.378611,4.35061268e-16
3652.643739,-7.291311279e-15
3653.908867,-2.266684519e-15
3655.173994,2.863680964e-15
3656.439122,2.85102375e-15
3657.70425,2.515518711e-16
3658.969377,-5.905882168e-15
3660.234505,-5.622176529e-15
3661.499633,-5.596903183e-15
3662.76476,-4.994438717e-15
3664.029888,-1.867574029e-15
3665.295016,-2.280423182e-15
3666.560143,-6.753779618e-16
3667.825271,3.087434034e-15
3669.090398,3.4060675e-15
3670.355526,5.29906607e-15
3671.620654,4.445375867e-15
3672.885781,6.428582388e-15
3674.150909,1.247663226e-15
3675.416037,2.255870026e-15
3676.681164,5.800718369e-15
3677.946292,3.497120789e-15
3679.21142,1.223979232e-15
3680.476547,-3.805544993e-17
3681.741675,-8.046708774e-18
3683.006803,4.082001274e-15
3684.27193,1.731220359e-15
3685.537058,5.493882377e-15
3686.802186,6.418340065e-15
3688.067313,-1.802792526e-15
3689.332441,-7.463855278e-15
3690.597568,-2.800914763e-15
3691.862696,1.129787622e-14
3693.127824,5.268747373e-15
3694.392951,-3.09403602e-15
3695.658079,-1.456625725e-15
3696.923207,3.273071045e-15
3698.188334,5.356173455e-15
3699.453462,4.827685459e-15
3700.71859,2.251933229e-15
3701.983717,1.136660088e-15
3703.248845,3.050038588e-15
3704.513973,2.534494102e-15
3705.7791,2.162869832e-15
3707.044228,7.005886163e-15
3708.309355,1.141941698e-14
3709.574483,9.942202531e-15
3710.839611,4.889593403e-15
3712.104738,-1.726738602e-15
3713.369866,-3.296154811e-15
3714.634994,-4.900065695e-15
3715.900121,-3.835567626e-15
3717.165249,-1.612975089e-15
3718.430377,3.883798529e-15
3719.695504,8.41236362e-15
3720.960632,4.121272686e-15
3722.22576,-4.204304944e-16
3723.490887,-1.36397832e-15
3724.756015,-9.05198488e-16
3726.021143,-3.340951789e-16
3727.28627,4.766553397e-15
3728.551398,9.134807338e-15
3729.816525,5.387028324e-15
3731.081653,3.010579135e-15
3732.346781,8.752626072e-15
3733.611908,4.45714539e-15
3734.877036,3.315339683e-15
3736.142164,7.960211292e-16
3737.407291,3.108764653e-15
3738.672419,2.909264042e-15
3739.937547,-1.013799864e-15
3741.202674,-8.323656718e-16
3742.467802,-2.560996916e-15
3743.73293,-5.982491533e-16
3744.998057,4.249241153e-15
3746.263185,4.241459462e-15
3747.528312,2.241910129e-16
3748.79344,-2.551618144e-15
3750.058568,-1.734581598e-15
3751.323695,1.774964953e-15
3752.588823,3.566324651e-15
3753.853951,1.10110048e-15
3755.119078,5.082792301e-15
3756.384206,5.473686147e-15
3757.649334,3.100131905e-15
3758.914461,3.191288955e-15
3760.179589,4.545329673e-16
3761.444717,-1.951267449e-15
3762.709844,3.35707575e-15
3763.974972,1.58780487e-15
3765.240099,-4.505711295e-16
3766.505227,6.919349466e-15
3767.770355,6.354933296e-15
3769.035482,1.767080452e-15
3770.30061,1.945503178e-15
3771.565738,2.118028966e-15
3772.830865,2.496307508e-17
3774.095993,-1.608763324e-15
3775.361121,-2.051449847e-15
3776.626248,-3.998922165e-15
3777.891376,-7.921956107e-15
3779.156504,-6.760737041e-15
3780.421631,1.873727512e-15
3781.686759,7.716251615e-15
3782.951887,5.081946538e-15
3784.217014,3.7380123e-15
3785.482142,3.870442937e-15
3786.747269,5.97750423e-17
3788.012397,-3.085091776e-15
3789.277525,1.277161042e-15
3790.542652,5.590683844e-15
3791.80778,3.325757553e-15
3793.072908,-4.002146767e-16
3794.338035,-1.631471324e-15
3795.603163,1.623829499e-15
3796.868291,3.567300433e-15
3798.133418,2.215341405e-15
3799.398546,-1.335500754e-15
3800.663674,6.293454798e-16
3801.928801,3.914531002e-15
3803.193929,1.492267495e-15
3804.459056,2.654546411e-15
3805.724184,6.272088816e-15
3806.989312,9.280750268e-15
3808.254439,4.264142157e-15
3809.519567,-2.427656354e-15
3810.784695,-1.590641478e-15
3812.049822,2.379378653e-15
3813.31495,1.237150065e-15
