event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
SN2004et,53599.798,17.571,0.014,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53605.735,18.902,0.023,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53605.735,16.125,0.016,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53605.735,16.563,0.012,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53605.735,17.638,0.019,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53606.9,18.84,0.13,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53606.9,16.42,0.03,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53606.9,16.65,0.03,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53606.9,17.76,0.08,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53610.7,18.91,0.02,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53610.7,16.12,0.01,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53610.7,16.71,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53610.7,20.17,0.03,,U,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53610.7,17.78,0.02,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53612.9,18.84,0.05,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53612.9,16.53,0.05,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53612.9,16.68,0.03,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53612.9,17.77,0.03,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53614.0,18.67,0.07,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53614.0,16.43,0.09,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53614.0,17.87,0.05,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53620.8,18.8,0.08,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53620.8,16.66,0.06,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53620.8,16.76,0.04,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53620.8,17.95,0.12,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53623.723,19.024,0.019,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53623.723,16.371,0.009,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53623.723,16.789,0.011,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53623.723,17.831,0.013,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53627.6,19.08,0.03,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53627.6,16.39,0.02,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53627.6,17.03,0.02,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53627.6,17.97,0.02,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53627.9,18.95,0.06,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53627.9,16.61,0.05,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53627.9,16.81,0.04,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53627.9,17.84,0.06,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53631,14.49,0.05,,I1,IRAC,Spitzer,"2011MNRAS.418.1285F,2009ApJ...704..306K"
SN2004et,53631,12.52,0.05,,I2,IRAC,Spitzer,"2011MNRAS.418.1285F,2009ApJ...704..306K"
SN2004et,53641.595,19.187,0.018,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53641.595,16.647,0.02,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53641.595,17.024,0.013,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53641.595,19.982,0.034,,U,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53641.595,18.044,0.017,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53643.633,19.182,0.015,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53643.633,16.667,0.01,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53643.633,17.065,0.007,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53643.633,19.905,0.032,,U,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53643.633,18.067,0.009,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53646.9,17.15,0.05,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53646.9,18.32,0.18,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53653.5,19.25,0.02,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53653.5,16.71,0.09,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53653.5,17.39,0.02,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53653.5,18.24,0.01,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53660.707,19.278,0.078,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53660.707,16.874,0.027,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53660.707,17.254,0.018,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53660.707,18.264,0.018,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53668.5,19.4,0.02,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53668.5,16.76,0.02,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53668.5,17.48,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53668.5,18.42,0.01,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53670.675,19.422,0.015,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53670.675,17.036,0.014,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53670.675,17.403,0.012,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53670.675,18.376,0.01,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53675.9,19.44,0.06,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53675.9,17.32,0.13,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53675.9,17.54,0.03,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53675.9,18.54,0.04,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53676,14.83,0.03,,I1,IRAC,Spitzer,"2011MNRAS.418.1285F,2009ApJ...704..306K"
SN2004et,53676,13.06,0.05,,I2,IRAC,Spitzer,"2011MNRAS.418.1285F,2009ApJ...704..306K"
SN2004et,53677.3,19.47,0.03,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53677.3,16.86,0.04,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53677.3,17.56,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53677.3,18.56,0.01,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53681.8,19.45,0.05,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53681.8,17.62,0.14,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53681.8,17.63,0.03,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53681.8,18.6,0.04,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53683.8,19.27,0.09,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53683.8,17.71,0.04,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53683.8,18.62,0.1,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53697.609,19.68,0.017,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53697.609,17.426,0.017,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53697.609,17.798,0.006,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53697.609,18.73,0.016,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53730.603,17.919,0.025,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53730.603,18.318,0.013,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53730.603,19.202,0.016,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53735,15.48,0.06,,I1,IRAC,Spitzer,"2011MNRAS.418.1285F,2009ApJ...704..306K"
SN2004et,53735,13.57,0.03,,I2,IRAC,Spitzer,"2011MNRAS.418.1285F,2009ApJ...704..306K"
SN2004et,53800.993,19.477,0.027,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53810.926,19.608,0.0265,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53810.926,20.348,0.041,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53875.7,20.81,0.02,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53875.7,21.43,0.04,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53960,16.46,0.05,,I2,IRAC,Spitzer,"2011MNRAS.418.1285F,2009ApJ...704..306K"
SN2004et,54006,16.81,0.05,,I2,IRAC,Spitzer,"2011MNRAS.418.1285F,2009ApJ...704..306K"
SN2004et,54007.5,22.45,0.08,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,54065,17.26,0.05,,I2,IRAC,Spitzer,"2011MNRAS.418.1285F,2009ApJ...704..306K"
SN2004et,54098,16.66,0.05,,I2,IRAC,Spitzer,"2011MNRAS.418.1285F,2009ApJ...704..306K"
SN2004et,54285,17.31,0.05,,I2,IRAC,Spitzer,"2011MNRAS.418.1285F,2009ApJ...704..306K"
SN2004et,54289.0,22.85,0.02,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,54289.0,23.01,0.01,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,54324.0,23.62,0.06,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,54324.0,21.99,0.06,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,54324.0,22.27,0.05,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,54324.0,23.06,0.04,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,54396,16.53,0.06,,I1,IRAC,Spitzer,"2011MNRAS.418.1285F,2009ApJ...704..306K"
SN2004et,54396,14.91,0.03,,I2,IRAC,Spitzer,"2011MNRAS.418.1285F,2009ApJ...704..306K"
SN2004et,54461,16.76,0.09,,I1,IRAC,Spitzer,"2011MNRAS.418.1285F,2009ApJ...704..306K"
SN2004et,54461,14.87,0.03,,I2,IRAC,Spitzer,"2011MNRAS.418.1285F,2009ApJ...704..306K"
SN2004et,54484.3,22.13,0.02,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,54484.3,23.24,0.01,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,54493,16.74,0.09,,I1,IRAC,Spitzer,"2011MNRAS.418.1285F,2009ApJ...704..306K"
SN2004et,54493,14.76,0.03,,I2,IRAC,Spitzer,"2011MNRAS.418.1285F,2009ApJ...704..306K"
SN2004et,54665,16.38,0.31,,I1,IRAC,Spitzer,2011MNRAS.418.1285F
SN2004et,54665,14.58,0.03,,I2,IRAC,Spitzer,2011MNRAS.418.1285F
SN2004et,55049,18.00,0.51,,I1,IRAC,Spitzer,2011MNRAS.418.1285F
SN2004et,55049,15.48,0.06,,I2,IRAC,Spitzer,2011MNRAS.418.1285F
SN2004et,55201,18.21,0.54,,I1,IRAC,Spitzer,2011MNRAS.418.1285F
SN2004et,55201,15.73,0.20,,I2,IRAC,Spitzer,2011MNRAS.418.1285F
SN2004et,55421,15.90,0.16,,I2,IRAC,Spitzer,2011MNRAS.418.1285F
