event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
SN2004et,53311.9,13.93,0.01,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53311.9,11.95,0.01,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53311.9,12.27,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53311.9,14.7,0.09,,U,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53311.9,12.83,0.01,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53314.553,14.046,0.019,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53314.553,11.953,0.031,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53314.553,12.283,0.023,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53314.553,14.623,0.035,,U,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53314.553,12.802,0.016,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53314.9,14.04,0.01,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53314.9,11.97,0.01,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53314.9,12.3,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53314.9,14.85,0.1,,U,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53314.9,12.87,0.01,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53315.8,14.1,0.01,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53315.8,12.01,0.01,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53315.8,12.4,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53315.8,15.08,0.03,,U,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53315.8,12.95,0.01,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53316.7,14.08,0.01,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53316.7,11.95,0.01,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53316.7,12.32,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53316.7,15.07,0.01,,U,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53316.7,12.88,0.01,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53317.4,14.12,0.01,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53317.4,11.93,0.01,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53317.4,12.36,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53317.4,12.89,0.01,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53318.0,14.08,0.01,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53318.0,11.97,0.01,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53318.0,12.38,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53318.0,15.09,0.17,,U,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53318.0,12.89,0.01,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53318.9,14.13,0.01,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53318.9,11.96,0.01,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53318.9,12.34,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53318.9,15.15,0.07,,U,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53318.9,12.91,0.01,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53319.5,12.37,0.03,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53319.5,12.95,0.03,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53319.9,14.15,0.01,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53319.9,11.95,0.01,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53319.9,12.34,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53319.9,15.25,0.09,,U,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53319.9,12.9,0.01,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53320.534,14.197,0.018,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53320.534,11.934,0.039,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53320.534,12.282,0.02,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53320.534,14.903,0.039,,U,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53320.534,12.862,0.029,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53321.567,14.227,0.013,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53321.567,11.934,0.02,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53321.567,12.294,0.016,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53321.567,14.991,0.034,,U,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53321.567,12.848,0.022,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53323.4,14.25,0.01,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53323.4,11.91,0.01,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53323.4,12.36,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53323.4,15.38,0.02,,U,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53323.4,12.91,0.02,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53325.13,12.853,0.012,,B,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53325.13,11.384,0.01,,I,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53325.13,11.51,0.01,,R,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53325.13,12.01,0.01,,V,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53325.3,14.3,0.01,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53325.3,11.92,0.01,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53325.3,12.39,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53325.3,12.99,0.01,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53325.5,14.22,0.02,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53325.5,11.92,0.03,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53325.5,12.36,0.02,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53325.5,12.94,0.03,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53325.546,14.329,0.016,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53325.546,11.93,0.014,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53325.546,12.31,0.017,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53325.546,15.18,0.038,,U,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53325.546,12.884,0.018,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53327.5,14.3,0.02,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53327.5,11.93,0.01,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53327.5,12.38,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53327.5,12.99,0.02,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53328.5,14.36,0.02,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53328.5,11.91,0.01,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53328.5,12.4,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53328.5,13.01,0.01,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53328.7,14.32,0.01,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53328.7,11.96,0.01,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53328.7,12.36,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53328.7,15.65,0.02,,U,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53328.7,12.97,0.01,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53329.11,12.971,0.01,,B,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53329.11,11.408,0.01,,I,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53329.11,11.551,0.01,,R,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53329.11,11.955,0.01,,V,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53329.3,14.39,0.01,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53329.3,11.93,0.01,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53329.3,12.38,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53329.3,12.98,0.01,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53329.57,14.408,0.024,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53329.57,11.927,0.021,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53329.57,12.301,0.019,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53329.57,15.347,0.041,,U,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53329.57,12.91,0.023,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53330.7,14.37,0.02,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53330.7,11.97,0.01,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53330.7,12.37,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53330.7,15.6,0.07,,U,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53330.7,12.98,0.01,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53331.5,14.4,0.02,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53331.5,13.02,0.03,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53331.7,14.45,0.04,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53331.7,11.92,0.03,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53331.7,12.31,0.02,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53331.7,12.95,0.03,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53332.5,14.38,0.02,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53332.5,11.91,0.02,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53332.5,12.42,0.02,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53332.5,13.02,0.03,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53333.09,13.015,0.01,,B,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53333.09,11.396,0.01,,I,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53333.09,11.542,0.01,,R,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53333.09,11.955,0.01,,V,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53333.572,14.486,0.026,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53333.572,11.946,0.015,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53333.572,12.321,0.022,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53333.572,15.533,0.041,,U,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53333.572,12.942,0.022,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53334.535,14.499,0.024,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53334.535,11.92,0.019,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53334.535,12.317,0.025,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53334.535,15.568,0.04,,U,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53334.535,12.93,0.028,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53334.8,14.42,0.02,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53334.8,11.97,0.01,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53334.8,12.38,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53334.8,15.98,0.12,,U,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53334.8,13.01,0.01,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53335,10.47,0.03,,I1,IRAC,Spitzer,"2011MNRAS.418.1285F,2009ApJ...704..306K"
SN2004et,53335,10.32,0.05,,I2,IRAC,Spitzer,"2011MNRAS.418.1285F,2009ApJ...704..306K"
SN2004et,53337.11,13.085,0.01,,B,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53337.11,11.398,0.01,,I,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53337.11,11.538,0.01,,R,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53337.11,12.002,0.01,,V,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53342.08,13.138,0.01,,B,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53342.08,11.378,0.01,,I,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53342.08,11.539,0.01,,R,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53342.08,11.998,0.01,,V,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53343.563,14.657,0.016,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53343.563,11.946,0.011,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53343.563,12.352,0.02,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53343.563,15.861,0.026,,U,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53343.563,12.994,0.024,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53347.541,14.726,0.013,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53347.541,11.944,0.019,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53347.541,12.371,0.013,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53347.541,13.024,0.014,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53349.3,14.73,0.01,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53349.3,11.93,0.01,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53349.3,12.45,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53349.3,13.14,0.01,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53350.09,13.237,0.01,,B,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53350.09,11.346,0.01,,I,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53350.09,11.539,0.01,,R,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53350.09,12.041,0.01,,V,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53351.534,14.788,0.02,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53351.534,11.957,0.026,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53351.534,12.372,0.02,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53351.534,16.16,0.034,,U,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53351.534,13.031,0.013,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53352.2,14.77,0.01,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53352.2,12.47,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53352.2,13.14,0.01,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53352.5,14.68,0.01,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53352.5,11.97,0.02,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53352.5,12.49,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53352.5,13.16,0.01,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53353.5,14.68,0.01,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53353.5,11.99,0.01,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53353.5,12.52,0.02,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53353.5,13.15,0.01,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53354.3,14.88,0.04,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53354.3,11.93,0.03,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53354.3,12.49,0.03,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53354.3,13.17,0.03,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53355.09,13.322,0.01,,B,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53355.09,11.442,0.01,,I,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53355.09,11.604,0.01,,R,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53355.09,12.093,0.01,,V,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53355.596,14.851,0.012,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53355.596,11.978,0.02,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53355.596,12.408,0.018,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53355.596,16.291,0.034,,U,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53355.596,13.075,0.016,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53359.09,13.385,0.01,,B,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53359.09,11.415,0.01,,I,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53359.09,11.613,0.01,,R,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53359.09,12.106,0.01,,V,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53362.5,14.86,0.02,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53362.5,11.99,0.02,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53362.5,12.57,0.02,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53362.5,13.24,0.02,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53363.09,13.471,0.01,,B,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53363.09,11.478,0.01,,I,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53363.09,11.664,0.01,,R,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53363.09,12.168,0.01,,V,KAIT,KAIT,2014MNRAS.442..844F
SN2004et,53367.5,14.93,0.03,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53367.5,12.1,0.01,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53367.5,12.61,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53367.5,13.28,0.01,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53368.538,15.118,0.012,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53368.538,12.093,0.038,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53368.538,12.524,0.026,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53368.538,13.247,0.024,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53368.8,12.12,0.01,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53368.8,12.56,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53368.8,13.32,0.01,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53373.3,15.14,0.04,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53373.3,12.16,0.01,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
