,Name,z,discovery_date,distance_modulus,U,B,V,R,I,u,g,r,i,J,H,K,L,G,o,c
0,SN2018hmx,0.038,58408.646,36.01,0.206,0.173,0.131,0.103,0.072,0.202,0.157,0.109,0.081,0.034,0.021,0.014,0.007,0.106,0.095,0.133
