event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
SN2017eaw,58094.72,18.03,0.04,F,B,,T60,2018arXiv180100340T
SN2017eaw,58094.72,14.6,0.02,F,I,,T60,2018arXiv180100340T
SN2017eaw,58094.72,15.32,0.02,F,R,,T60,2018arXiv180100340T
SN2017eaw,58094.72,16.43,0.02,F,V,,T60,2018arXiv180100340T
SN2017eaw,58126.306,15.99,0,F,G,Astrometric,GAIA,Gaia Photometric Science Alerts
SN2017eaw,58157.291,16.34,0,F,G,Astrometric,GAIA,Gaia Photometric Science Alerts
SN2017eaw,58192.599,16.74,0,F,G,Astrometric,GAIA,Gaia Photometric Science Alerts
SN2017eaw,58192.775,16.74,0,F,G,Astrometric,GAIA,Gaia Photometric Science Alerts
SN2017eaw,58222.769,17.11,0,F,G,Astrometric,GAIA,Gaia Photometric Science Alerts
SN2017eaw,58222.843,17.12,0,F,G,Astrometric,GAIA,Gaia Photometric Science Alerts
SN2017eaw,58257.329,17.54,0,F,G,Astrometric,GAIA,Gaia Photometric Science Alerts
SN2017eaw,58257.505,17.51,0,F,G,Astrometric,GAIA,Gaia Photometric Science Alerts
SN2017eaw,58291.987,18.02,0,F,G,Astrometric,GAIA,Gaia Photometric Science Alerts
SN2017eaw,58292.061,17.96,0,F,G,Astrometric,GAIA,Gaia Photometric Science Alerts
SN2017eaw,58319.055,18.35,0,F,G,Astrometric,GAIA,Gaia Photometric Science Alerts
SN2017eaw,58357.768,18.84,0,F,G,Astrometric,GAIA,Gaia Photometric Science Alerts
SN2017eaw,58379.016,19.22,0,F,G,Astrometric,GAIA,Gaia Photometric Science Alerts
SN2017eaw,58417.723,19.78,0,F,G,Astrometric,GAIA,Gaia Photometric Science Alerts
SN2017eaw,58440.394,20.18,0,F,G,Astrometric,GAIA,Gaia Photometric Science Alerts
