wavelength,flux
3299.690214,0
3499.927139,-2.152062115e-15
3501.194462,-2.149127781e-15
3502.461784,3.657724588e-15
3503.729106,1.360320514e-14
3504.996429,8.362604669e-15
3506.263751,7.782051675e-15
3507.531073,-4.757178013e-15
3508.798396,-2.750653268e-14
3510.065718,-1.553453682e-14
3511.33304,4.960853014e-15
3512.600363,6.376028228e-15
3513.867685,9.894852543e-15
3515.135007,1.479234453e-14
3516.40233,2.735267762e-14
3517.669652,2.080045595e-14
3518.936974,-4.738431056e-15
3520.204297,-2.960315988e-15
3521.471619,1.189276779e-14
3522.738941,1.397787915e-14
3524.006263,6.544494188e-15
3525.273586,-1.687289462e-14
3526.540908,-1.459070325e-14
3527.80823,6.403055779e-15
3529.075553,3.677240651e-15
3530.342875,-4.330360228e-15
3531.610197,7.135421641e-15
3532.87752,6.196908712e-15
3534.144842,1.405778993e-14
3535.412164,1.564357198e-14
3536.679487,8.525957514e-15
3537.946809,8.320414805e-15
3539.214131,1.878643522e-14
3540.481454,2.406206981e-14
3541.748776,1.492755979e-14
3543.016098,2.248272267e-14
3544.283421,2.410630865e-14
3545.550743,1.727363268e-14
3546.818065,6.7797758e-15
3548.085387,7.578686688e-15
3549.35271,1.605895694e-14
3550.620032,1.159655444e-14
3551.887354,1.034106357e-14
3553.154677,1.25381188e-14
3554.421999,7.906763724e-15
3555.689321,6.896452471e-15
3556.956644,8.145571111e-15
3558.223966,1.035527594e-14
3559.491288,1.144695826e-14
3560.758611,2.466194871e-15
3562.025933,-3.933188173e-15
3563.293255,4.664360142e-15
3564.560578,1.25840011e-15
3565.8279,4.606479416e-15
3567.095222,9.314894166e-15
3568.362545,5.092946108e-15
3569.629867,4.304729435e-15
3570.897189,9.45753282e-15
3572.164511,1.074518638e-14
3573.431834,5.222367237e-15
3574.699156,-7.641244306e-15
3575.966478,-2.888979085e-15
3577.233801,3.625808387e-15
3578.501123,2.540889836e-15
3579.768445,6.507585574e-15
3581.035768,7.532785126e-15
3582.30309,3.663905811e-15
3583.570412,7.491094164e-15
3584.837735,8.942661302e-15
3586.105057,1.062924959e-14
3587.372379,5.660648765e-15
3588.639702,-4.255971677e-15
3589.907024,-6.479539466e-15
3591.174346,-2.185731251e-15
3592.441669,3.852714114e-15
3593.708991,6.934895908e-15
3594.976313,2.025867123e-15
3596.243635,4.000604373e-15
3597.510958,6.119176075e-15
