,i,r,g,V,B,U,G,R,I,o,c,UVW1,UVW2,UVM2
0,firebrick,tomato,turquoise,limegreen,blue,darkorchid,teal,tomato,firebrick,orange,cyan,darkorchid,darkorchid,darkorchid
