Mzams,Mzams_lower,Mzams_upper,Ni,Ni_lower,Ni_upper,E,E_lower,E_upper,R,R_lower,R_upper,K,K_lower,K_upper,Mix,Mix_lower,Mix_upper,S,S_lower,S_upper,T,T_lower,T_upper
12.0,0.0,0.0,0.10041059187371058,0.035560069780243855,0.03141477889527676,2.108068035316201,0.4538641566056316,0.40904441963561045,1842.3388046648683,469.29408192920005,436.06645124446595,70.36245988012605,42.95354856780934,35.998383175018645,3.615530894651896,1.4575540051745417,1.2333164469558002,1.3489717697541361,0.31644037989446616,0.3042666362214943,2.562943234878143,7.909933725157204,8.273608058921958
