Mzams,Mzams_lower,Mzams_upper,Ni,Ni_lower,Ni_upper,E,E_lower,E_upper,R,R_lower,R_upper,K,K_lower,K_upper,Mix,Mix_lower,Mix_upper,S,S_lower,S_upper,T,T_lower,T_upper
12.895861879191337,1.2590024275627112,1.4607947634710428,0.06882492575044509,0.030182725532683613,0.028678327583433208,1.6120100255739203,0.2839761544930697,0.2348517465052682,1946.2667144248305,816.2434681948623,813.4412590400245,58.32165724946116,37.851840670949656,28.185008076581674,2.4338719953474937,0.27122795527856747,0.29215358592972285,1.2822118536782323,0.33009019518394,0.39157113995364723,-0.927057770560355,8.60716768756035,9.907465361720954
